afsosnak,افسوسناڪ
khanaendo,کڻائيندو
muhrer,محرر
jabeel,جبيل
madari,مداري
meking,ميڪنگ
mitjan,مٽجڻ
microcomputers,مائڪروڪمپيوٽرس
nodrani,نودراڻي
roopli,روپلي
disket,ڊسڪيٽ
werhago,ورهاڱو
niharyaan,نهاريان
chopasia,چوپاسيءَ
dhamaal,ڌمال
therapy,ٿيراپي
ocha,اوچا
almani,عالماڻي
bunaender,بنائيندڙ
palando,پلندو
chadah,چاڙهه
tocyo,ٽوڪيو
daloraia,دلوراءِ
klaan,ڪلان
remarks,ريمارڪس
leliyoon,ليليون
jazrat,جزرت
sathiyoon,سٿيون
faqat,فقط
tajreba,تجربا
aaryat,آريات
panhjoon,پنھنجيون
moleehoj,موليھوج
rakhwalan,رکوالن
folketing,فولڪيٽنگ
charhy,چڙھي
takhelati,تخيلاتي
sumhandaa,سمهندا
sehatmand,صحتمند
tukan,ٽڪڻ
albaqil,البقل
khikhria,ککڙيءَ
gibson,گبسن
sindhbiyoon,سنڌبيون
ghalzaey,غلزائي
rathwan,رٿوان
phuliriyoon,ڦلڙيون
chhangan,ڇانگن
faraz,فرائض
jeeanda,جيئندا
wanda,واندا
lamfooma,لمفوما
rubru,روبرو
nalagama,نالاگاما
albenism,البينزم
mubashar,مبشر
semorai,سيمورائي
tazkiran,تذڪرن
garhh,ڳڙهه
raqmatraz,رقمطراز
dermatologist,ڊرميٽالاجسٽ
ats,ايٽس
paahaan,پاهان
hoaaree,حواري
ghumando,گهمندو
pilaani,پلاڻي
alfinistan,الفنسٽن
dabiyal,دٻيل
aenda,آئنده
aurther,آرٿر
bing,بينگ
bachandi,بچندي
urooj,عروج
chhayenji,ڇانئجي
jeniyati,جينياتي
sukri,سڪڙي
oboti,اوبوٽي
rahbaniat,رهبانيت
tahfiz,تحفظ
lashkari,لشڪري
buklet,بڪليٽ
tafesar,تفيسر
dhamkae,ڌمڪائي
zammen,زمين
geeton,گيتن
balawali,بلاولي
rewachand,ريواچند
karaetyoun,ڪارائتيون
niberan,نبيرڻ
jholeendo,جهوليندو
phemily,فيملي
khudkulami,خودڪلامي
harbo,حربو
phito,ڦٽو
desert,ڊيزرٽ
aaghazi,آغازي
avord,ايوارڊ
baptism,بيپٽزم
penslonia,پينسلونيا
daro,دارو
nonah,نونه
charoon,چرون
generalji,جنرلجي
rawanay,رواني
chipo,چپو
mujrib,مجرب
khipayoun,کپايون
sanyein,سنئين
muntisher,منتشر
choreendo,چوريندو
aircondationed,ايئرڪنڊيشنڊ
haakmyat,حاڪميت
ghaeji,گهائجي
domkiyen,ڊومڪين
hindhin,هنڌين
platen,پليٽن
zej,زيج
lehaar,لهار
shearing,شيئرنگ
bher,ڀير
phokjan,ڦوڪجڻ
dhikaar,ڌڪار
tanqed,تنقيد
almakramah,المڪرمه
asatkhari,استخاري
thanvia,ٿانويءَ
dardmandan,دردمندن
dictators,ڊڪٽيٽرن
tablisia,تبلسيءَ
shazadeen,شهزادين
kashaada,ڪشاده
wot,ووٽ
ughamani,اگهاماڻي
wesakhi,ويساکي
aendeh,آئينده
ataur,عطر
korhh,ڪوڙهه
thakawat,ٿڪاوٽ
ihtelam,احتلام
phhoreendo,ڦوڙيندو
sulfide,سلفائيڊ
khothani,کوٺاڻي
arjantan,ارجنٽائن
bura,براء
thoraea,ٿورائيءَ
janyal,ڄاڻيل
methia,ميٿيءَ
mishnariyen,مشنرين
oano,اونو
waznaeti,وزنائتي
nakamiyan,ناڪامين
babiraizam,بابراعظم
mojodgi,موجودگيءَ
thahino,ٺاهڻو
nawangar,نوانگر
ghumaen,گھمائڻ
aghwaun,اغوائن
sunband,سنٻنڌ
solaiyoon,سولائيون
ughano,اگهڻو
waqalat,وڪالت
akhree,اکري
aaksili,آڪسلي
mokliyoon,موڪليون
hukumatan,حڪومتن
bhung,ڀنگ
pakheriyo,پکيڙيو
ujwani,اجواڻي
azoon,عضون
hareendar,هاريندڙ
jhaazee,جهازي
bayj,بيج
teharo,ٽيهارو
khotiyo,کوٽيو
amarna,امرنا
olhando,اولھندو
lanwaen,لنوائڻ
sataee,ستئي
khushkan,خشڪن
danishmandani,دانشمنداڻي
baptist,بپٽسٽ
lards,لارڊز
shamal,شمال
rodradiwa,رودراديوا
aseka,آسيڪا
muhatima,مهاتما
ronishi,رونشي
fesid,فيصد
dahoon,ڏاھون
augustus,آگسٽس
qabely,قبيلي
giraria,گراڙيءَ
takchand,ٽيڪچند
qabooldari,قبولداري
wihaan,وهان
baaqaaedagee,باقائدگي
ughaarri,اگهاڙي
qarazdar,قرضدار
budhanadar,ٻڌندڙ
peerhi,پيڙهي
breef,بريف
wanyan,واڻين
almajoob,المعجوب
rejhomal,ريجھومل
octaber,آڪٽبر
shanam,شنام
paench,پئنچ
luck,لَڪ
layibrery,لائبريري
factoriyan,فيڪٽرين
offican,آفيسن
changezia,چنگيزيءَ
laghareen,لغارين
rajsi,راڄسي
atkae,اٽڪائي
chairperson,چيئرپرسن
mogho,موڳو
drigheh,ڊرگهه
abeare,آبياري
nikhoon,نکون
arhoon,ارڙهون
lahsan,لهسن
jhalkayoun,جهلڪيون
ayeshat,عائشة
qareeban,قريبن
bachayam,بچايم
adyo,اڏيو
chhikji,ڇڪجي
menorka,مينورڪا
rachaoon,رچائون
udhma,اُڌما
sehsai,سهسائي
nandyan,ننڍين
buryan,ٻڙين
salado,سلاڊو
rachaeen,رچائين
maariyoon,ماريون
shezophrenia,شيزوفرينيا
sarjanan,سرجنن
aaoons,آئونس
colombas,ڪولمبس
gamoon,گامون
bawaser,بواسير
gujranwala,گجرانوالا
maudern,ماڊرن
oslo,اوسلو
pewatna,پيوتنا
muasir,موثر
kaldar,ڪلدار
suchata,سڃاتا
malahi,ملھائي
ostaein,اوستائين
marwariyen,مارواڙين
wihana,وهاڻا
rilya,رليا
deharan,ڏهاڙن
hazarah,ھزاره
muflis,مفلس
numbiyar,نمبيار
moonis,مونس
magnetic,ميگنيٽڪ
aqiqah,عقيقه
steels,اسٽيلز
miskaviyah,مسڪويه
bhotani,ڀوٽاني
chhanendar,ڇاڻيندڙ
nayoon,نيون
chathar,چٿر
watishidad,وتشدد
jafarkhan,جعفرخان
beckon,بيڪن
jakriyal,جڪڙيل
khoth,کوٺ
efreeka,ايفريڪا
sureish,سريش
shadyan,شادين
jisanp,جسنپ
aazdbaejan,آزدبائيجان
piraeendar,پرائيندڙ
glycen,گلائيسن
kalpartan,ڪلپرٽن
sifayo,صفايو
khunu,کڻ
jankishan,جنڪشن
hawaseen,هواسين
malveri,مالويري
khusaran,خسارن
anpoor,اڻپور
maekrandal,مئڪرندل
laghapan,لاڳاپن
romain,رومين
indent,انڊينٽ
pakhriyo,پکڙيو
baship,بشپ
siyaliyat,سياليت
argoon,ارغون
zoqeeram,ذوقيرام
lift,لفٽ
ujree,اجڙي
abho,اڀو
raghel,رڱيل
hawaliyah,حواليه
endira,اندرا
khalqeendar,خلقيندڙ
pokhrae,پوکرائي
waneer,ونير
veenay,وني
hakeeman,حڪيمن
hadley,هيڊلي
sochyal,سوچيل
animation,اينيميشن
mujalid,مجالد
faant,فانٽ
dezainan,ڊزائينن
kapri,ڪاپڙي
ladeenda,لڏيندا
baqaedgi,باقاعدگي
riyans,ريانس
eendadan,ايندڙن
barqiyaee,برقيائي
faredi,فريدي
doreendar,ڏوريندڙ
lathiyo,لٿيو
hikjetra,هڪجيترا
khanto,کانٽو
hoop,هوپ
shaistagi,شائستگي
karolina,ڪيرولينا
bawae,بواءِ
wacholi,وچولي
matheaen,مٿئين
manyaeen,ماڻيائين
chaweniyo,چوڻيو
qomiyati,قوميتي
takman,تڪمن
baagyuna,باغين
barhumania,برهماڻيءَ
chodheena,چوڏهينءَ
nibahi,نباهي
mubarkabadi,مبارڪبادي
changezi,چنگيزيءَ
dadia,ڏاڏيءَ
phooke,ڦوڪي
afradi,افرادي
chunhenbiyaroon,چنهنبيارون
duayan,دعائن
chikmak,چڪمڪ
mushtarkah,مشترڪه
mafoolat,مفعولات
jhulan,جهولن
goreeyun,گوريون
microgram,مائڪروگرام
maliyaati,مالياتي
seron,سيرن
aljalood,الجلود
deyo,ڏيئو
compounder,ڪمپائونڊر
juranwalah,جڙانواله
khilande,کلندي
enthropos,اينٿروپوس
warchhi,ورڇي
nemori,نيموري
budhayoon,ٻڌايون
selro,سيلرو
piyaseen,پياسين
museebat,مصيبت
permarthi,پرمارٿي
norul,نورل
pukaariyo,پڪاريو
asasiyat,اساسيت
jymkhanh,جيمخانه
pasiyo,پسيو
pakiyen,پڪين
containerpate,ڪنٽينرپيٽ
ghamando,گھمندو
samooraa,سمورا
dahiria,ڏاهريءَ
samajhyaein,سمجهيائين
paji,پڄي
dhashatgard,دهشتگرد
parni,پرڻي
aharo,اهڙو
qadardad,قادرداد
phaattay,ڦاٽي
tamashaean,تماشائين
adishan,ايڊيشن
peengh,پينگهه
mushkalatan,مشڪلاتن
qaseeda,قصيدا
janendar,ڄاڻيندڙ
martan,مارٽن
sadhoa,ساڌوءَ
shania,شهاڻيءَ
aazareendar,آزاريندڙ
perminant,پرمننٽ
tantreka,تنتريڪا
waraebi,ورائبي
baj,ٻج
putan,پُٽن
majborii,مجبوريءَ
indastari,انڊسٽري
charendar,چاريندڙ
shakhar,شخر
unsari,عنصري
manjaeendi,مڃائيندي
rokini,روڪڻي
aggwaanna,اڳواڻ
munaziran,مناظرن
joreon,جوڙيون
maumoli,معمولي
wajaar,وڄار
veeranan,ويرانن
secular,سيڪيولر
barmenar,برمينر
seno,سينو
azaneen,ازانين
hikdam,هڪدم
tayar,تيار
chhapriyoon,ڇپريون
sharmandi,شرمندي
kharoos,خروس
rokrae,روڪرائي
gharra,گهرڙا
tabdeliyen,تبديلين
puson,پسون
diyaraoon,ڏيارائون
barhan,ٻارھن
uthareendi,اٿاريندي
badaati,بدعتي
tebal,ٽيبل
gyanchandania,گيانچنداڻيءَ
lublaab,لبلاب
rodoli,رودولي
adatoon,عادتون
somroon,سومرون
qabz,قبض
nibatati,نباتاتي
mashtaraq,مشترڪ
jeli,جيلي
libarary,لئبرري
maharvi,مھاروي
chokriyen,چوڪرين
alhadeen,علحدين
ijazatoon,اجازتون
saranjamia,سرانجاميءَ
jhopra,جهوپڙا
sorhen,سورھن
liyabrari,لائبريري
afreeqan,آفريقن
chaheendiyoon,چاهينديون
disjan,ڏسجڻ
runson,رنسون
shahokar,شاهوڪار
dhareji,ڌاريجي
kamyoonal,ڪميونل
jhazdan,جهازدان
manjraen,مڃرائڻ
kachekdesh,ڪچيڪديش
gandhnan,ڳنڍڻن
rakaposhi,راڪاپوشي
buradi,برادي
virhandar,وڙهندڙ
drominoon,ڊرومينون
saghji,سگهجي
meraki,ميڙاڪي
salaamati,سلامتي
charndi,چرندي
guzaryam,گذاريم
musavi,مساوي
moklaendo,موڪلائيندو
bazo,بازو
saweeta,سويتا
pahra,پهرا
tmchi,تماچيءَ
agah,آگاھ
gano,گنو
oberlan,اوبرلن
jharmat,جھرمٽ
kadachat,ڪداچت
haqeeqee,حقيقي
skooningan,اسڪوننگن
nottingham,ناٽنگھم
sardarn,سردارن
communections,ڪميونيڪشنز
hameeraniyen,حميراڻين
chebhatjan,چيڀاٽجڻ
piniyoon,پنيون
jotomal,جوتومل
jamyal,ڄميل
rathiyoon,رٿيون
foujun,فوجون
jome,جوم
wahenwar,وهنوار
willain,ولين
fasly,فاصلي
kerkova,ڪيرڪووا
chambri,چمبڙي
fitnan,فتنن
khayari,خياري
paristaar,پرستار
kararia,ڪراڙيءَ
takhtegaah,تختگاه
mosom,موسوم
wataaens,وٽانئس
jetalmeen,جيٽلمين
machhan,مڇن
jasosia,جاسوسيءَ
hinara,ھينئر
munazire,مناظري
galia,ڳليءَ
qawe,قوي
newzi,نيوزي
wersin,ورثن
operashan,آپريشن
sazishoon,سازشون
sutha,سُٺا
nuclosome,نيوڪلوسوم
battlegrounds,بيٽلگرائونڊس
shoqeeram,شوقيرام
zamiwaryan,ذميوارين
ghalish,غالش
mulzoom,ملزوم
haarshi,حارثي
bozdar,بوزدار
naqshan,نقشن
iradatmandia,ارادتمنديءَ
otaqin,اوطاقن
sherazee,شيرازيءَ
speear,اسپيئر
samjhaaeen,سمجهيائين
mujtabi,مجتبي
borag,بورگ
allahi,اللهي
bunaendi,بنائيندي
jepoon,جيپون
khatwani,کٽواڻي
pheriyo,ڦيريو
qabiz,قبض
baqrane,باقراڻي
tor,ٽوڙ
lunee,لني
pahnjo,پنهجو
fiqat,فقط
chanae,چنائي
mitaende,مٽائيندي
umdath,عمدة
kadhni,ڪڍڻي
narir,نرڙ
tabeee,طبيعي
begokhan,بيگوخان
nazrin,ناظرين
labook,لبوڪ
ratriyen,راتڙين
tangol,تنگول
loonniya,لوڻيا
garbukhshani,گربخشاڻي
kajla,ڪجلا
chokath,چوڪاٺ
pachhari,پڇاڙي
pathori,پٿوري
cametian,ڪاميٽين
chodhari,چؤڌاري
satawehan,ستاويهن
wajhaj,وجھج
philpaeen,فلپائين
maaria,ماريءَ
parinyo,پرڻيو
ghalecha,غاليچا
ghuriyo,گهريو
gandender,ڳنڍيندڙ
tyoonjaheen,ٽيونجاهين
andriyati,اندرياتي
kuchhoon,ڪڇون
jarny,جرني
jhalkee,جهلڪي
chawaeen,چوائين
shikestoon,شڪستون
arthodox,آرٿوڊاڪس
mandero,منڊيرو
radhoon,رڍون
zabtan,ضابطن
garcheli,گرچيلي
komaejan,ڪومائجن
takraejan,ٽڪرائجڻ
kamayo,ڪمايو
haarisah,حارثه
mahiran,ماهرن
moloa,مولوءَ
basaal,بسال
katno,ڪٽڻو
taqteeb,تقطيب
starmi,اسٽارمي
airfield,ايئرفيلڊ
girhor,گرهوڙ
sheerwashanhas,شيرواشانهس
sargardaan,سرگردان
ameera,اميرا
kawetaoon,ڪويتائون
rasat,راست
rajwaran,راجواڙن
baqila,باقلا
alteeb,الطيب
aakheri,آکيري
doraheen,ڏوراهين
yagane,يگاني
gunyun,ڳوڻيون
thoot,ٺوٺ
fotiea,فوتيءَ
suhniyoon,سهڻيون
peghmari,پيغمري
abdulhi,عبدالحي
shahristani,شهرستاني
belo,ٻيلو
kosyar,ڪوسيار
faela,فائلا
gajj,گج
sawadah,سواده
mudsan,مڙسن
utlo,اُٽلو
aazmayal,آزمايل
sabdiyoon,سبديون
aail,آئل
naqashia,نقاشيءَ
neliya,نيليا
mushtaamil,مشتعمل
phasayo,ڦاسايو
bakhshyaeen,بخشيائين
ragia,راڳيءَ
mathauns,مٿانئس
gils,گلس
fayedan,فائدن
sabandi,سبندي
diktar,ڊڪٽر
endocrinalogy,اينڊوڪرائنالاجي
nerolia,نيروليءَ
kanbhkar,ڪنڀڪار
memphis,ميمفس
buzdaran,بزدارن
babania,ٻاٻاڻيءَ
jairam,جئرام
rahandaa,رهندا
sahebeen,صاحبين
kardita,ڪرديتا
eriksan,ايرڪسن
secretorya,سيڪريٽريءَ
kharaendi,کارائيندي
thoreri,ٿورڙي
oondhe,اونڌي
dastam,دستم
hypertantion,هائپرٽينشن
chadhenda,چڙهندا
poniyoon,پوڻيون
gustakhi,گستاخي
wafai,وفائي
charchaai,چرچائي
nirashawadi,نراشاوادي
pakiyoon,پڪيون
nekeea,نيڪيءَ
kewro,ڪيوڙو
madnia,مدنيءَ
jokirdar,جوڪردار
phhutal,ڦٽل
garkaee,ڳڙڪائي
alwaqa,الواقع
zedi,زيدي
khetta,کيٽ
dhikariyal,ڌڪاريل
rapchar,رپچر
fundn,فنڊن
mutmarid,متمرد
dawasaz,دواساز
nokaria,نوڪريءَ
daeea,دائيءَ
broofa,بروفا
mekeniks,مڪينڪس
thanwar,ٿانور
sirkits,سرڪٽس
dangeendar,ڏنگيندڙ
baniho,ٻانھو
kalshoon,ڪلشون
ddukha,ڏُک
wilhar,ولهار
mezbanan,ميزبانن
wadhaeendo,وڌائيندو
waekaoont,وائڪائونٽ
imperialism,امپيريلزم
bhariyen,ڀرين
lesioli,ليزيولي
jalaainn,جلائڻ
aaeendah,آئينده
dhholno,ڍولڻو
ahbaar,احبار
samohi,سموهي
pachaai,پچائي
prarthna,پرارٿنا
priyamari,پرائمري
shugar,شگر
motaeen,موٽائين
lemozan,ليموزن
panbaji,پنباجي
maazi,ماضي
eksyohan,ايڪسيوهن
mutaro,متارو
mujamdar,مجمدار
aarasan,آراسن
chhadjos,ڇڏجوس
depak,ديپڪ
councils,ڪائونسلز
rawaeye,رويي
jotiyal,جوٽيل
bheeng,ڀينگ
nadershah,نادرشاه
qaderabad,قادرآباد
mithan,مٺن
ragji,رڱجي
khnana,کڻڻا
maharat,مهارت
muzuan,موضوعن
rakhyo,رکيو
kothaee,ڪوٺائي
pahreendar,پهريندڙ
kebanda,ڪيبندا
dewaro,ديوارو
barahen,ٻارھن
muatabir,معتبر
gulokaar,گلوڪار
augest,آگست
mustiyoon,مستيون
kotaheen,ڪوتاهين
girahk,گراهڪ
chabhi,چڀي
andho,انڌو
kareefan,ڪريفن
mahroomeen,محرومين
dolatmando,دولتمندو
bharji,ڀرجي
shikliyen,شڪلين
minro,منرو
nashenan,نشينن
saariya,ساريا
sarangia,سارنگيءَ
fredabad,فريدآباد
sentoniyan,سينٽونين
theoretical,ٿيوريٽڪل
gurbat,غربت
wandar,وندڙ
aabhawa,آبهوا
payoon,پايون
mazdooria,مزدوريءَ
aakandar,آڪندڙ
daardastaan,داردستان
karandiyoon,ڪرنديون
ghariyem,گهاريم
ahlkaara,اھلڪار
hikamdam,هڪمدم
rejhayoseen,ريجهايوسين
sabr,سٻڙ
kolwa,ڪولوا
wadedan,وڏڙن
glotolag,گلوٽولاگ
menhal,مينھل
tikoon,ٽڪون
anath,اڻاٺ
jageraafi,جاگرافيءَ
badhanda,ٻڌندا
atahiyoon,اتاهيون
rasauo,رسايو
shaharkari,شھرڪاري
ghatyan,گهٽين
peehae,پيهائي
ranjetsangh,رنجيتسنگهه
alikah,عليڪه
sashmita,سشميتا
mandh,منڌ
wiserander,وسرندڙ
zaech,زائچ
pakisan,پاڪسان
pheetha,ڦيٿا
krimnal,ڪرمنل
sadyo,سڏيو
kalsh,ڪلش
bharya,ڀريا
huntington,هنٽنگٽن
yangars,ينگرس
uria,يوريا
vidugraphy,وڊيوگرافي
nelofar,نيلوفر
falsfiyanah,فلسفيانه
baza,بازا
malbi,ملبي
sharwat,شروات
kahmard,ڪهمرد
qadrpoor,قادرپور
buzergia,بزرگيءَ
khilaabaazan,خلابازن
muzafarbeg,مظفربيگ
tangae,ٽنگائي
mathenne,ماٺيڻي
dukhwel,ڏکويل
darakhvasatun,درخواستون
motorers,موٽررز
haviyoon,هويون
drives,ڊرائيوز
khoharo,کوهارو
vekra,ويڪرا
ubdah,عبده
peerhika,پيڙهڪا
rahnumae,رهنماءِ
naqvi,نقوي
walentairan,والنٽيئرن
radho,رڌو
pahria,پهريءَ
scathia,اسڪيٿيا
moji,موجي
qaroot,قروط
rauya,رعايا
marsiah,مرثيه
warisia,وارثيءَ
bariyoon,ڀريون
teranhan,تيرنهن
huaeen,ھئائين
jhukaenda,جهڪائيندا
koraeen,ڪورائين
jessa,جيسا
vijaen,وڃائڻ
hazaroon,هزارون
karkhan,ڪارخان
gazari,گذاري
jahilyat,جاهليت
wisayoun,وسايون
banamuqabili,بنامقابلي
multainational,ملٽينيشنل
golheen,ڳولهين
dorangia,دورنگيءَ
melho,ميلهو
stuttgart,اسٽٽگارٽ
gharaendar,گهرائيندڙ
papoa,پپوءَ
bhendo,ڀينڊو
chondas,چوندس
paata,پاٽا
udhmo,اُڌمو
wirhan,وڙهن
diramo,ڊرامو
maartam,مارٽم
samjhandar,سمجهندڙ
qedari,قيداري
jhoopdyoon,جهوپڙيون
masnaveen,مثنوين
thanbhi,ٿنڀي
banaendas,بڻائيندس
poean,پوئين
imyamiyah,امياميه
islahatan,اصلاحتن
manhiyaro,مڻهيارو
gandjan,ڳنڍجن
tuberculasis,ٽيوبرڪيولاسس
makhria,مکريءَ
gabon,گبن
zangeja,زنگيجا
granti,گرنٽي
karaei,ڪارائي
saadah,ساده
buraeya,برائيءَ
choveihn,چوويهن
kashali,ڪشالي
taqazaun,تقاضائن
maayoosyan,مايوسين
dachiyoon,ڏاچيون
astamaleendi,استعماليندي
sazis,سازس
taalo,تالو
detiyoon,ڏيتيون
lokomoto,لوڪوموٽو
hezan,حيضن
jhukiyal,جھڪيل
hambi,همبي
liberary,لئبرريءَ
nez,نيز
sotantar,سوتنتر
tahreek,تحريڪِ
jhatko,جهاٽڪو
orentals,اورينٽلس
saayhayrreea,ساهيڙيءَ
gayejan,ڳائجن
thiyoom,ٿيوم
badlao,بدلائو
petran,پيٽرن
larandar,لڙندڙ
parwano,پروانو
farangia,فرنگيءَ
bahtari,بھتري
sendiwa,سينديوا
saahtak,ساهتڪ
mutaadid,متعدد
shahil,شاهل
bukhariea,بخاريءَ
whana,وهانءَ
khalifah,خليفه
dastanan,داستانن
aggoonne,اڳوڻي
khanabadoshan,خانابدوشن
kaithraeen,ڪئٿرائين
bangladash,بنگلاديش
paljan,پلجن
ataliyen,اٽالين
kadho,ڪاڙهو
fareedabad,فريدآباد
afwah,افواھ
allaghat,اللغات
paaijee,پائجي
barsaleemi,برسليمي
khonta,کونٽا
waqoomwa,وقوموا
sochen,سوچڻ
kanum,کنیم
mazooria,مزوريءَ
haberi,هبيري
imkaan,امڪان
dainayat,دينيات
noshehrah,نوشھره
scitosicultan,سائٽوسڪلٽن
batooteh,بطوطه
bawaqar,باوقار
khanchyal,کانچيل
nokern,نوڪرن
rakhiyaoon,رکيائون
pakhrjandyoun,پکڙجنديون
arnald,ارنالڊ
amryat,آمريت
sadjandar,سڏجندڙ
tini,ٽني
zayada,زياده
phhahlaau,ڦهلاءُ
golhya,ڳولھا
karporeshan,ڪارپوريشن
bulri,بلڙي
peengho,پينگهو
mashkan,مشڪن
ghatjyo,گهٽجيو
mahte,مهٽي
zemskaya,زيمسڪايا
doonhen,دونهين
halqah,حلقه
saedo,سعدو
warahiyal,وراهيل
keendi,ڪيندي
loleeta,لوليتا
rebi,ريبي
sarya,سريا
hadiyan,هڏين
kohyari,ڪوهياري
lhann,لھڻ
ilzamat,الزامات
jhanjhat,جهنجهٽ
thyal,ٿيل
gandre,گندري
garment,گارمينٽ
hasnani,حسناڻي
sanbaha,سانباها
sanwaryal,سنواريل
rahmatan,رحمتن
iqbali,اقبالي
presoon,پريسون
makajin,ميگزين
watti,وٽي
phahlajan,ڦهلجڻ
ghunsham,گهنشام
sukhaoon,سکائون
hikjehro,هڪجهڙو
