vrithiyaakkiyathinu,വൃത്തിയാക്കിയത്തിനു
ketturapumulla,കെട്ടുറപ്പുമുള്ള
kuttavaalikalaakunnu,കുറ്റവാളികളാകുന്നു
thuppatte,തുപ്പട്ടെ
idamazhayode,ഇടമഴയോടെ
bheekararkoppam,ഭീകരർക്കൊപ്പം
viyarkkukayo,വിയർക്കുകയോ
kuttiyumundavilla,കുട്ടിയുമുണ്ടാവില്ല
paraathippedumbol,പരാതിപ്പെടുമ്പോൾ
kaanappedunnayenthum,കാണപ്പെടുന്നയെന്തും
mukheneyennaanu,മുഖേനെയെന്നാണ്
veenduvichaarangal,വീണ്ടുവിചാരങ്ങൾ
paadatthunnu,പാടത്തുന്നു
koroyude,കൊറോയുടെ
nashtamundaakumennu,നഷ്ടമുണ്ടാകുമെന്ന്
binninundaakunna,ബിന്നിനുണ്ടാകുന്ന
pareekshayu,പരീക്ഷയു
soujanyachikitsa,സൌജന്യചികിത്സ
sidhanmaaraanu,സിദ്ധന്മാരാണ്
hyderabadinoppamaanu,ഹൈദരാബാദിനൊപ്പമാണ്
kkaanidayilla,ക്കാനിടയില്ല
arabnaattile,അറബ്നാട്ടിലെ
samharikkanam,സംഹരിക്കണം
kaiviracha,കൈവിറച്ച
prathyoopakaaramaayi,പ്രത്യൂപകാരമായി
veenarumaayulla,വീനറുമായുള്ള
kaapitteshan,കാപിറ്റേഷൻ
roopayennu,രൂപയെന്നു
mandalatthilethunnu,മണ്ഡലത്തിലെത്തുന്നു
vyaapippikkuthin,വ്യാപിപ്പിക്കുതിന്
kanamennathu,കണമെന്നതു
indravamsha,ഇന്ദ്രവംശ
ezhumanikkushesham,ഏഴുമണിക്കുശേഷം
avalokanamanusarichu,അവലോകനമനുസരിച്ച്
guruvaayoorileppole,ഗുരുവായൂരിലെപ്പോലെ
phoolinodunubandhichu,ഫൂളിനോടുനുബന്ധിച്ച്
toorisathil,ടൂറിസത്തിൽ
shakalanusarichulla,ശകളനുസരിച്ചുള്ള
varuthunnathaayaan,വരുത്തുന്നതായാണ്
thrishoolathinethire,ത്രിശൂലത്തിനെതിരെ
namukkariyam,നമുക്കറിയം
devarajinaanu,ദേവരാജിനാണ്
dimri,ദിമ്രി
kannaadippettiyil,കണ്ണാടിപ്പെട്ടിയില്
njaanembaadum,ഞാനെമ്പാടും
keeriyaanu,കീറിയാണ്
vazhiyumundaakum,വഴിയുമുണ്ടാകും
marannilledaa,മറന്നില്ലേടാ
purappedenda,പുറപ്പെടെണ്ട
ivideyathu,ഇവിടെയതു
klaeemax,ക്ലൈമാക്സ്
prodaktukalaanu,പ്രൊഡക്ടുകളാണ്
chaalayilekku,ചാലയിലേക്കു
athesamayamtha,അതേസമയംത
cheythathaan,ചെയ്തത്താൻ
bhaashaamekhalayile,ഭാഷാമേഖലയിലെ
vanavaka,വനാവക
athinethirallennum,അതിനെതിരല്ലെന്നും
tiruvallur,തിരുവള്ളുർ
pazhakavum,പഴകവും
vaidikadevathakalum,വൈദികദേവതകളും
jaavaykkaayi,ജാവയ്ക്കായി
kaarichaalile,കാരിച്ചാലിലെ
njavalpazha,ഞാവൽപഴ
kayyilirippaanu,കയ്യിലിരിപ്പാണ്
thiraskaravum,തിരസ്കാരവും
meenoottinte,മീനൂട്ടിന്റെ
naanaathurayilullavaraan,നാനാതുറയിലുള്ളവരാണ്
vvayile,വ്വയിലെ
nithyavismayamaaya,നിത്യവിസ്മയമായ
thuthaparamaayum,തുതാപരമായും
adhyaayamaavumennaanu,അധ്യായമാവുമെന്നാണ്
palatharakkaraanu,പലതരക്കാരാണ്
vilayundaavunnathu,വിലയുണ്ടാവുന്നത്
balaraminethiraaya,ബലറാമിനെതിരായ
naayikanirayiletthiya,നായികനിരയിലെത്തിയ
kathayaarambhichu,കഥയാരംഭിച്ച്
primal,പ്രിമൽ
cliff,ക്ലിഫ്
kaavumkandam,കാവുംകണ്ടം
thonnalinu,തോന്നലിനു
billadaykkaathathine,ബില്ലടയ്ക്കാത്തതിനെ
jaarkhadile,ജാർഖഡിലെ
penkunjinte,പെണ്കുഞ്ഞിന്റെ
raajyamkoodi,രാജ്യംകൂടി
gavarnarodulla,ഗവർണറോടുള്ള
santhaanachandrane,സന്താനചന്ദ്രനെ
raajivaykku,രാജിവയ്ക്കു
karimalayilekku,കരിമലയിലേക്ക്
harithamunnettathinu,ഹരിതമുന്നേറ്റത്തിനു
mattonnineppole,മറ്റൊന്നിനേപ്പോലെ
oridayan,ഒരിടയൻ
kalippattanirmmaanam,കളിപ്പാട്ടനിർമ്മാണം
niyanthranangalo,നിയന്ത്രണങ്ങളോ
navpaadaykkarikile,നവ്പാടയ്ക്കരികിലെ
eksttanu,എക്സ്റ്റന്
jilingilekku,ജിലിംഗിലേക്ക്
velaikkaaraniloodeyaanu,വേലൈക്കാരനിലൂടെയാണ്
kathaapaathrasrishtiyum,കഥാപാത്രസൃഷ്ടിയും
aadaravukoodiyaanu,ആദരവുകൂടിയാണ്
ganikkanamenna,ഗണിക്കണമെന്ന
maraykkunnavidhamulla,മറയ്ക്കുന്നവിധമുള്ള
uyarthiyappozhaan,ഉയർത്തിയപ്പോഴാണ്
arangettamaakum,അരങ്ങേറ്റമാകും
kannittundu,കന്നിട്ടുണ്ട്
arishathode,അരിശത്തോടെ
thimingalangalaal,തിമിംഗലങ്ങളാൽ
kathaagaanathinte,കഥാഗാനത്തിന്റെ
fabrixinoppam,ഫാബ്രിക്സിനൊപ്പം
oldo,ഓൾഡോ
rajabhayam,രാജഭയം
penmakkalumadakkam,പെൺമക്കളുമടക്കം
vidheyanodu,വിധേയനോട്
mayenthaanu,മയെന്താണ്
leenamakum,ലീനമാകും
thukoganchile,തുകോഗഞ്ചിലെ
vedachikithsaaramgathu,വേദചികിത്സാരംഗത്ത്
ettedukkukayumilla,ഏറ്റെടുക്കുകയുമില്ല
kudekude,കുടെകുടെ
nethaavinethireyundaaya,നേതാവിനെതിരെയുണ്ടായ
kazhiyillennathinaal,കഴിയില്ലെന്നതിനാൽ
vendaayirunna,വേണ്ടായിരുന്ന
oralayittulla,ഒരാളായിട്ടുള്ള
upayeagappeduthaathe,ഉപയോഗപ്പെടുത്താതെ
jinukalumulla,ജിനുകളുമുള്ള
shouchaalayamillaathe,ശൌചാലയമില്ലാതെ
ithidayaakkunnathu,ഇതിടയാക്കുന്നത്
skaappippukal,സ്കാപ്പിപ്പുകൾ
phillingukal,ഫില്ലിങ്ങുകൾ
nimishaardhatheykku,നിമിഷാർധത്തേയ്ക്ക്
tharimbumilla,തരിമ്പുമില്ല
sheringham,ഷെറിങ്ങാം
shukradauthyam,ശുക്രദൌത്യം
kolakkott,കൊളക്കോട്ട്
axial,ആക്സിയൽ
aavasyamaanunnayichathu,ആവശ്യമാണുന്നയിച്ചത്
suminode,സുമിനോട്
janmadinaamaayirunnu,ജന്മദിനാമായിരുന്നു
kuchittinikku,കുചിറ്റിനിക്ക്
guttayadakkamullavar,ഗുട്ടയടക്കമുള്ളവര്
veettukaarekkaanaan,വീട്ടുകാരെക്കാണാൻ
naarangayayi,നാരങ്ങയായി
vaayanaashaalayilethi,വായനാശാലയിലെത്തി
kaikkullileduthu,കൈക്കുള്ളിലെടുത്ത്
vibhavaniyanthrana,വിഭവനിയന്ത്രണ
kavyanilavaaram,കാവ്യനിലവാരം
syalisathinte,സ്യലിസത്തിന്റെ
deepavalipole,ദീപാവലിപോലെ
jivichittum,ജിവിച്ചിട്ടും
chuttukarikkumennu,ചുട്ടുകരിക്കുമെന്ന്
sasinoppam,സസിനൊപ്പം
naalupadam,നാലുപടം
mathadrohavichaaranayum,മതദ്രോഹവിചാരണയും
ormakalodumulla,ഓർമകളോടുമുള്ള
vijnjaaneeyangaludeyum,വിജ്ഞാനീയങ്ങളുടെയും
thrithaalayilumellaam,തൃത്താലയിലുമെല്ലാം
stefaniyaanu,സ്റ്റെഫനിയാണ്
freeberg,ഫ്രീബേർഗ്
manamilla,മാനമില്ല
pouthraayanante,പൌത്രായണന്റെ
avasaramundaakkiyaal,അവസരമുണ്ടാക്കിയാൽ
uchiyilulla,ഉച്ചിയിലുള്ള
pramedam,പ്രമേദം
jnjaanayogathinteyum,ജ്ഞാനയോഗത്തിന്റെയും
nokkaarundo,നോക്കാറുണ്ടോ
ksheerapatha,ക്ഷീരപഥ
vapunyathilekku,വപുണ്യത്തിലേക്ക്
adichamarthalukalodum,അടിച്ചമർത്തലുകളോടും
paadavallennu,പാടവല്ലേന്ന്
munnariyathaayaan,മുന്നറിയതായാണ്
vechamallathathinaal,വെച്ചമല്ലാത്തതിനാൽ
chovvaazhchakalilum,ചൊവ്വാഴ്ചകളിലും
ponthuru,പൊന്തുരു
chanak,ചനക്
swadeshikalodu,സ്വദേശികളോട്
padhathikalaake,പദ്ധതികളാകെ
thanthrangal,തന്ത്രങ്ങൾ
productivity,പ്രൊഡക്റ്റിവിറ്റി
pedichitto,പേടിച്ചിട്ടോ
vanpratheekshakalode,വൻപ്രതീക്ഷകളോടെ
mochippichu,മോചിപ്പിച്ചു
irian,ഇറിയൻ
kovilaayi,കോവിലായി
naaramginteyum,നാരംഗിന്റെയും
midikkunnathu,മിടിക്കുന്നതു
kaadappakshiyum,കാടപ്പക്ഷിയും
varandupovunnathinum,വരണ്ടുപോവുന്നതിനും
udyamsamaagam,ഉദ്യംസമാഗം
nadapadikalilaayi,നടപടികളിലായി
muhoorthathinu,മുഹൂർത്തതിനു
athedeemineyaanu,അതേടീമിനെയാണ്
gandhabimbangalaan,ഗന്ധബിംബങ്ങളാണ്
silinekkurichu,സിലിനെക്കുറിച്ച്
kriminalumaanennu,ക്രിമിനലുമാണെന്നു
ethrasthalam,എത്രസ്ഥലം
gaadalohangale,ഗാഢലോഹങ്ങളെ
maalaakhakkunjine,മാലാഖക്കുഞ്ഞിനെ
jineeyaringilo,ജിനീയറിങ്ങിലോ
sthambhanathilekkaakum,സ്തംഭനത്തിലേക്കാകും
grahanathan,ഗ്രഹനാഥൻ
pambamuthal,പമ്പമുതൽ
haritapata,ഹരിതപാത
shradhikkukaye,ശ്രദ്ധിക്കുകയെ
aadaravundaakkaan,ആദരവുണ്ടാക്കാൻ
malsarikkanamenno,മത്സരിക്കണമെന്നോ
anuvadikkappedaanum,അനുവദിക്കപ്പെടാനും
kuzhikkanamenkil,കുഴിക്കണമെങ്കിൽ
kayarippattanamenkil,കയറിപ്പറ്റണമെങ്കില്
yudhangalkkaayi,യുദ്ധങ്ങൾക്കായി
saadikhalikkum,സാദിഖലിക്കും
charmila,ചാർമിള
vakkenda,വക്കേണ്ട
adityanad,ആദിത്യനാദ്
glyfe,ഗ്ലൈഫ്
jubbayumaayi,ജുബ്ബയുമായി
shippichu,ഷിപ്പിച്ചു
kammishanulkku,കമ്മിഷനുൾക്ക്
saadhyathayillaathavarum,സാധ്യതയില്ലാത്തവരും
advenchwar,അഡ്വെഞ്ച്വർ
apriyanakkukayaanu,അപ്രിയനാക്കുകയാണ്
gunanilavaaramenkilum,ഗുണനിലവാരമെങ്കിലും
kilogramiletthi,കിലോഗ്രാമിലെത്തി
punchirichondu,പുഞ്ചിരിച്ചോണ്ട്
rasakaludethu,റസകളുടേത്
vakkodanu,വക്കോടന്
akkaamparambilinte,അക്കാംപറമ്പിലിന്റെ
veettudamastharodu,വീട്ടുടമസ്ഥരോട്
sarbathiloode,സർബത്തിലൂടെ
theruvilangi,തെരുവിലങ്ങി
chalachithrathinethire,ചലച്ചിത്രത്തിനെതിരേ
mahaabhaarathatthinu,മഹാഭാരതത്തിനു
vitharanakkambanikal,വിതരണക്കമ്പനികൾ
athunadathunnavar,അതുനടത്തുന്നവര്
periyavara,പെരിയവര
deshacharithramaayi,ദേശചരിത്രമായി
bhajiyawala,ഭാജിയവാല
panthillaathe,പന്തില്ലാതെ
sthaapanangil,സ്ഥാപനങ്ങിൽ
bhangiyekkurichu,ഭംഗിയെക്കുറിച്ചു
odichirunnu,ഒടിച്ചിരുന്നു
puraskarangalkko,പുരസ്കാരങ്ങൾക്കോ
ennumundaavanamenna,എന്നുമുണ്ടാവണമെന്ന
dinamaakumennu,ദിനമാകുമെന്ന്
naaludivasammaathram,നാലുദിവസംമാത്രം
chenkuppaayakkaarude,ചെങ്കുപ്പായക്കാരുടെ
arangathundu,അരങ്ങത്തുണ്ട്
parambarayakku,പരമ്പരയക്ക്
vazhikallullappol,വഴികളുള്ളപ്പോൾ
pournnamillaathe,പൌർണ്ണമില്ലാതെ
uchayurakkathilaanu,ഉച്ചയുറക്കത്തിലാണ്
printoyude,പ്രിന്റോയുടെ
kappiyalla,കാപ്പിയല്ല
nnathallaatha,ന്നതല്ലാത്ത
kaippattiyathu,കൈപ്പറ്റിയത്
pakuthimaathramaanennu,പകുതിമാത്രമാണെന്ന്
sathyasandhamaayirunnu,സത്യസന്ധമായിരുന്നു
singlesilaanu,സിംഗിൾസിലാണ്
