mwnlwnga,मोनलोङा
dihundwngonline,दिहुनदोंअनलाइन
mitiraonw,मिथिरावनो
mwsanaibw,मोसानायबो
naigiripwrkwo,नायगिरिफोरखौ
wnswlfwrao,ओनसोलफोरआव
nongifwra,नङिफोरा
faikini,फाइखिनि
saikonai,सायखनाय
bibungtiao,बिबुंथिआव
modarjuri,मदारजुरि
gelebai,गेलेबाय
sibnayao,सिबनायाव
bugra,बुग्रा
gosongtangdwng,गसंथांदों
butarlangnaini,बुथारलांनायनि
mwnnangwoanw,मोन्नांगौवानो
bekeojanw,बेखेवजानो
saoraitayari,सावरायथायारि
centinella,सेन्टिनेला
vobonniprai,भबननिफ्राय
kaosenibw,खावसेनिबो
benepicharispwra,बेनेफिचारिसफोरा
abungwinw,आबुङैनो
lirkangnanggwo,लिरखांनांगौ
bangnaya,बांनाया
sannaijwng,सान्नायजों
pamni,पामनि
phasoylangdwngmwn,फासयलांदोंमोन
raijlaywbla,रायज्लायोब्ला
lenguwes,लेंगुवेस
jerwibw,जेरैबो
mwndangtijwngsw,मोन्दांथिजोंसो
sungdo,सुंद
nwgwranw,नोगोरानो
bungbaonai,बुंबावनाय
daoharu,दावहारु
sikarpingwn,सिखारफिनगोन
narglungnaibw,नारग्लुंनायबो
balance,बेलेन्स
maotangkiniprai,मावथांखिनिफ्राय
stationkwo,स्टेसनखौ
panchayatni,पन्चायतनि
jwgwn,जोगोन
nohendro,नहेन्द्र
fengakwi,फेङाखै
dwidenlangnayao,दैदेनलांनायाव
bepwrniprai,बेफोरनिफ्राय
gwyi,गोयि
gwrwblainanwi,गोरोबलायनानै
karguli,खारगुलि
jantainiprai,जान्थायनिफ्राय
biyabaobw,बियाबआवबो
faragtiyao,फारागथियाव
vasic,भेसिक
tribalfwrni,ट्राइबेलफोरनि
jesuanw,जिसुवानो
komaibwnw,खमायबोनो
soptayaonw,सप्तायावनो
sannai,सान्नाय
millni,मिलनि
swderpanai,सोदेरफानाय
bunghorw,बुंहरो
fwrmayakwi,फोरमायाखै
hwnwblabw,होनोब्लाबो
sibw,सिबो
monnai,मन्नाय
sanbwdwng,सानबोदों
garnangwo,गारनांगौ
randwng,रानदों
afamwnjwng,आफामोनजों
fwsaojadwng,फोसावजादों
maharifwrha,माहारिफोरहा
wngkarlangnaianw,ओंखारलांनायानो
tulunganai,थुलुंगानाय
dogrogro,दग्रग्र
binanwi,बिनानै
sunw,सुनो
raopwrha,रावफोरहा
kulipinbai,खुलिफिनबाय
jwogakanghwyw,जौगाखांहोयो
serpangguriao,सेरफांगुरियाव
kalamhwnanwi,खालामहोनानै
tataikwo,थाथायखौ
farbrwiari,फारब्रैआरि
prostab,प्रस्ताब
bahoidwng,बाहयदों
saotunkwo,सावथुनखौ
badayari,बादायारि
ramsiyar,रामसियार
nanghwywblabw,नांहोयोब्लाबो
spainaa,स्पेनआ
rakanti,राखान्थि
gerja,गेरजा
nangwlao,नांगोलाव
hwtarnangwn,होथारनांगोन
himanto,हिमान्त
lwmsaojanai,लोमसावजानाय
nanglainaini,नांलायनायनि
wngkar,ओंखार
dakatifwrkwo,दाखाथिफोरखौ
swdwngmwnblabw,सोदोंमोनब्लाबो
namangkan,नमांकन
bwkangpwidwngmwnblabw,बोखांफैदोंमोनब्लाबो
bitamwnha,बिथामोनहा
mileni,माइलनि
hisbul,हिसबुल
hadwrsapwrkwobw,हादोरसाफोरखौबो
directure,डायरेक्चर
samlaigiripwrjwng,सामलायगिरिफोरजों
simasim,सिमासिम
dwitaihornaya,दैथायहरनाया
sijwo,सिजौ
pwsaogiripwrnw,फोसावगिरिफोरनो
bwhwidwng,बोहैदों
hataiya,हाथाइया
sebkangjanw,सेबखांजानो
disial,डिसियेल
modelitypwrkwo,मडेलिटिफोरखौ
muwamwnnwiswni,मुवामोननैसोनि
burijar,बुरिजार
jise,जिसे
rukomni,रुकमनि
palghatnifrai,पालघाटनिफ्राय
garnaikwo,गारनायखौ
latibari,लाथिबारि
arw,आऱो
langjwbgwn,लांजोबगोन
maosamlaiari,मावसामलायआरि
naijirnaini,नायजिरनायनि
britispwrjwng,ब्रिटिसफोरजों
hudafwrnifrai,हुदाफोरनिफ्राय
bwswrpwrao,बोसोरफोराव
krunal,क्रुनाल
gosongtenai,गसंथेनाय
tridip,त्रिदिप
wjwnghai,ओजोंहाय
goreshwani,गरेस्वनि
lokelni,लखेलनि
akoijwng,आखयजों
kolamjwbnanwi,खलामजोबनानै
onw,अनो
pipi,पिपि
gosaigang,गसाइगां
baogar,बावगार
pwrwngiripwrjwng,फोरोंगिरिफोरजों
govila,गभिला
jabaitanaini,जाबायथानायनि
swdangdwngblabw,सोदांदोंब्लाबो
mwdwmwi,मोदोमै
daoganaini,दावगानायनि
farla,फार्ला
ingndian,इंन्डियान
webchide,वेबचाइड
swrjinaiyao,सोरजिनायाव
gwrati,गोराथि
fwtayaswi,फोथायासै
kahiliparayao,खाहिलिफारायाव
baganpwra,बागानफोरा
mohasobhani,महासभानि
hajelanw,हाजेलानो
plasticni,प्लाष्टिकनि
dutang,दुथां
chartipicateah,चार्टिपिकेटआ
digitalao,डिजिटेलाव
subungporwniprai,सुबुंफरोनिफ्राय
haywini,हायैनि
swmaosargirini,सोमावसारगिरिनि
raijwa,रायजोया
bijniao,बिजनीआव
labwnaini,लाबोनायनि
kantijwng,खान्थिजों
tribalphwrni,ट्राइबेलफोरनिल
himontokwo,हिमन्तखौ
expert,एक्सपर्ट
japar,जापार
daogalangnangwn,दावगालांनांगोन
batadraba,बाथाद्राबा
akaibw,आखायबो
pistolkwo,पिस्तलखौ
lirbidangpwrjwng,लिरबिदांफोरजों
kajabai,खाजाबाय
maokonifrai,मावखनिफ्राय
homdangnanwi,हमदांनानै
siyakwiblabw,सियाखैब्ला
rahaywi,राहायै
jabrobtai,जाब्रबथाइ
bwnw,बोनो
bwipwrkwo,बैफोरखौ
gamijwng,गामिजों
habaparijwng,हाबाफारिजों
nehatariko,नेहाथारिख
mohobal,महबाल
salia,सालिआ
brahmagupta,ब्रह्मागुप्त
fwifinnaikwo,फैफिन्नायखौ
agolafwrni,आगलाफोरनि
laibreri,लाइब्रेरि
barlangnayaonw,बारलांनायावनो
mwntwng,मोनथों
kamjwbbai,खामजोबबाय
naibijirnaikwonw,नाइबिजिरनायखौनो
chirangao,चिराङाव
jataifwrabw,जाथायफोराबो
mutok,मुटक
udalguri,उदालगुरि
texifwral,टेक्सिफोराल
phwraa,फोरआ
mwnfungnw,मोनफुंनो
kuntiyajwng,खुनथियाजों
aneini,आनेयनि
hwdarni,होदारनि
rebgra,रेबग्रा
hadwrsayanw,हादोरसायानो
puneyao,पुनेयाव
dainigiri,दायनिगिरि
rajalamani,राजालामानि
committeekwo,खमिटिखौ
jagreb,जाग्रेब
hepajabwi,हेफाजाबै
haidroniprai,हायद्रनिफ्राय
granto,ग्रान्ट
gaskwobw,गेसखौबो
swlinaini,सोलिनायनि
maobwnw,मावबोनो
lirtaini,लिरथायनि
subufwrkwo,सुबुफोरखौ
bungnai,बुंनाय
nirontni,निरन्टनि
amphou,एमफौ
bifangao,बिफांआव
strinipraibw,स्ट्राइनिफ्रायबो
bipanarini,बिफानारिनि
gwtang,गोथां
dosenw,दसेनि
rayao,रायाव
kwklwinw,खोख्लैनो
bilasiguri,बिलासिगुरि
rebsung,रेबसुं
gelenaia,गेलेनाया
bwiganiko,बैगानिख
sanbani,सानबानि
rigaswao,रिगासोआव
jablanw,जाब्लानो
policeah,पुलिसआ
prohari,प्रहारि
gitanwgwr,गिथानोगोर
dihuntarnanggwn,दिहुन्थारनांगोन
ambulanceni,एम्बुलेन्सनि
lakinw,लाखिनो
jayatwng,जायाथों
dwntumnayao,दोनथुमनायाव
janaikai,जानायखाय
hwnayaosw,होनायावसो
banailu,बानायलु
kalamjabwbai,खालामजाबोबाय
kashmirkwo,काश्मिरखौ
labaonanwi,लाबावनानै
karikulam,कारिकुलाम
committeeniprai,कमिटिनिफ्रायबो
bahaigrwgwn,बाहायग्रोगोन
bahaiplejagra,बाहायफ्लेजाग्रा
gaoniao,गावनिआव
berfrutaifwr,बेरफ्रुथायफोर
saglwbdwngmwnblabw,साग्लोबदोंमोनब्लाबो
sprain,स्प्रिं
tempukwo,टेम्पुखौ
songrwikatini,संरैखाथिनि
dihunnayaonw,दिहुननायावनो
kabufwrni,खाबुफोरनि
caderfwr,केडारफोर
baganari,बागानारि
verty,भार्टि
maokolini,मावखलिनि
mamdo,मामद
swbnai,सोबनाय
jogonmohon,जगनमहन
bwswralagwi,बोसोरालागै
dwimali,दैमालि
tagropwrnw,थाग्रफोरनो
ramah,रामआ
durung,दुरुं
salaigiripwrkwobw,सालायगिरिफोरखौबो
dwntoywbla,दोन्थयोब्ला
suparintendet,सुपारिन्टेन्डेट
nainainifrainw,नायनायनिफ्रायनो
suglaibwakwi,सुग्लायबोआखै
supre,सुफ्रे
gwswkhanglaibodo,गोसोखांलाइबड
hetrik,हेट्रिक
karkwmalangw,खारखोमालांङो
trialni,ट्राइलनि
