frental,فرنٹل
nigaarew,نگارَو
kefiyats,کیفیژٕ
marahal,مراحل
azokat,ازوقت
tidaarkaat,تدارکات
dharmakand,دھرمکنڈ
qarardiyajas,قراردیاجس
garhotah,گرہوتاہ
salaam,سلام
parlab,پرلب
sentiyago,سینٹیاگو
teyk,تٕکۍ
kamyunal,کمیونل
mahajir,مہاجِر
gularzaha,گلرزہا
raasti,راستی
bakhtaveri,بختاوری
profesargopi,پروفیسرگوپی
narwaan,نروان
katora,کٹورا
haltas,حالتَس
pezirahi,پزیراہی
korakh,کورکھ
maruzi,معروضی
haveyi,ہوٲیی
koqur,کۄکُر
molfiyan,مولفین
komukhtalif,کومختلف
nazarla,نظرلا
bharaya,بھرایا
vaamaan,وامان
jeng,جنگ
mutehdeho,متحدہو
komy,قومی
pared,پرد
farmayakiya,فرمایاکیا
balmagsi,بالمغصی
shaykh,شیخ
maxim,میکسِم
rehdariyon,راہداریوں
dushwar,دُشوار
aneni,اننہ
perglobel,پرگلوبل
rasenj,رسنج
ooqun,اوکُن
aleksander,الیکساندر
tarkashon,ترکشوں
jhadak,جھڑک
anfer,انفر
anhat,انہت
mutalat,مطالعات
payez,پایز
goyaki,گویاکہ
bagor,بغور
necheyw,نیٚچوۍ
tenze,طنزٕ
chaw,چھۄ
waktuk,وقتُک
baadshe,بادشہ
shakhesiyat,شخصیت
dobta,ڈوبتا
shubi,شوٗبہِ
takhliya,تخلیہ
ragal,رگل
daksa,ڈاکسا
parnavnech,پرناونٕچ
vojuduq,وجوٗدُک
adibas,ادیٖبس
athes,اَتھَس
afratfari,افرتفری
karov,کروو
ruumeni,روٗمٲنی
laph,لف
matio,متٮ۪و
tereefan,تٲریٖفن
maahriyan,ماہرین
manfarid,منفرد
gokyang,گوکیانگ
dobah,دوباہ
ehmedsham,احمدشام
phaanphlaan,پھانٛپھلان
venarazgi,وناراضگی
elana,اعلانا
balas,بالَس
amrici,امریکی
dekhaya,دیکھایا
takhleeketek,تخلیقتٕکۍ
mubarakabado,مبارکبادو
malisuram,مالیسورم
venras,ونرس
azadanehcharej,آزادانہچارج
katobar,کتوبر
porakh,پورکھ
mandlatah,منڈلاتاہ
watnavne,واتناونہٕ
zanan,زانان
daedas,دٲدس
qezi,قٲضی
myen,مین
padaw,پڑاو
baroyekaar,بروےکار
thaavan,تھَاون
zatab,ضطب
riyaasar,ریاسر
mozooich,موضوٗعچٕ
mokdam,مۄقدم
yerpersenz,یرپرسنز
rawtar,راوٹر
kharola,کھرولا
bandeyt,بندٕتۍ
rektrik,ریکٹرک
takrub,تقرب
manaawne,مَناونہٕ
loharsan,لوہرسن
tariqan,طریٖقن
repecagez,رپیکیجز
behtarthi,بہترتھی
sanjede,سنجیٖدٕ
muzafarabad,مُظفرآباد
chapaat,چھپات
iktifakiya,اکتفاکیا
qootah,کوٗتاہ
pannen,پَٮنٮنٮ۪ن
angaar,انگار
badola,بڈولا
melesh,ملیش
challengeras,چیلنجرس
vakhtuk,وَقتُک
pongyal,پونگیال
sensej,سنسج
adharkashmeer,ادھرکشمیر
lotnapadta,لوٹناپڑتا
leadrekpeel,لیڈرکپیل
porakarwan,پوراکروان
baeyn,بٔنۍ
sarbara,سربراہِ
kabhaa,کبھا
kahahkumati,کہاحکومتی
naabat,نابت
makaalan,مکالن
nishanakh,نشانکھ
waqiyatan,واقعاتَن
kambar,کمبر
koryograf,کوریوگراف
keyntsny,کینٚژنٕے
mahendas,مہندس
bhonsal,بھونسل
hew,ہیوٚ
nambertha,نمبرتھا
eksited,ایکسایٔٹِڈ
americahan,امریٖکاہَن
vakna,وکنا
laeni,لٲنہِ
mekanas,مکانس
ritshi,ریٚژِھ
qarbaniyon,قربانیوں
gemiyt,گٔمٕتۍ
makrem,مکرم
lafziyati,لفظیاتہٕ
shidath,شِدتھ
borna,بورنا
funne,فنہٕ
komuk,قومک
vensi,وٲنٛسہٕ
gojrenegerward,گوجرنگروارڈ
daku,ڈاکو
capsulez,کیپسولز
sehnapadtah,سہناپڑتاہ
albegdadi,البغدادی
sandhopal,سندھوپال
duas,دوس
dechnis,دٔچھنِس
phehleye,پٔھہلییہِ
silsile,سلِسلہٕ
pachhal,پچھل
haywan,حیوان
vot,ووت
zaman,زمن
taalav,تالَو
pardyagiyazoor,پردیاگیازور
keyd,قٲیدٕ
reking,ریکنگ
andrapan,اندراپن
hadbandi,حدبندی
giriftarkiyaja,گرفتارکیاجا
jhadkand,جھاڑکنڈ
taqdim,تقدیم
bajayi,بجٲیی
wazeerpi,وزیرپی
bakhraw,بکھراو
humbard,ہمبرڈ
chehmago,چہمگو
habshe,حبشہ
komastaqabal,کومستقبل
shyokhan,شیوخان
kawartaras,کوارٹرس
pegambari,پیغمبری
gornara,گورنرا
kanandgan,کنندگان
terki,ترکیبی
guzarja,گزرجا
aayitna,آیتنا
mulasakti,ملاسکتی
baadaabangas,بادابنگس
sharisht,شرشت
yili,ییٚلہِ
poragiyan,پوراگیان
dokalmaat,دوکلمات
ravat,راوٹ
wes,ؤسۍ
kaleenan,قٲلیٖنَن
tikyaze,تِکیٛازِ
ronumahi,رونماہی
dramits,درٛامٕژ
vunyen,وُنٮ۪ن
kalmas,قلمس
temny,تِمنٕے
zamzem,زمزم
paalem,پالم
hiotun,ہیوٚتُن
mistersandhiya,مسٹرسندھیا
eyksiy,أکۍسٕے
karliyatha,کرلیاتھا
gangaal,گنگال
mufadperasti,مفادپرستی
menigerial,منیجریل
maktom,مکتوم
gonne,گۄنہٕ
atkaan,اٹکان
ratubat,رطوبت
sanghab,سنگھب
sarenja,سرنجا
daftiyon,دفتیوں
jhapatna,جھپٹنا
jyotprem,جیوتپرم
mankisaraalmizaaji,منکسرالمزاجی
klaath,کلاتھ
adgaami,اڈگامی
marmavayik,مرموایک
anchak,انچک
tsendrim,ژٔندرم
taraqi,ترقی
euphermaceuticals,یوفرماسیوٹیکلز
nevigation,نیویگیشن
veerna,ویرنا
vamanzur,ومنظور
bathee,بٹھی
nehadlojehadki,نہادلوجہادکی
harbaab,ہرباب
zaruurte,ضوٚروٗرتہٕ
brahmaneh,برٛہمنہٕ
izharekya,اظہارکیا
baveth,باؤتھ
dunyewi,دُنیٲوی
majelisan,مجلسن
partnership,پارٹنرشپ
balkhasus,بلخصوص
alparzolam,الپرزولم
suurats,صوٗرٔژ
aljaan,الجان
aamdeniyon,آمدنیوں
fulyi,پُھلیہِ
kesmekyo,قٕسمکٮ۪و
ormal,اورمل
panther,پنتھر
moanat,مونت
wahdat,وحدت
bezaari,بیزاری
yemih,ییٚمہ
qatlo,قتلو
universities,یونیورسٹیز
nono,نونو
driyapur,دریاپور
ikdaeri,اِقدٲری
vanav,وَنو
ooir,اوٗرۍ
divi,دیٖوی
alkhabar,الخبر
mazaehi,مَزٲحی
contribute,کنٹریبیوٹ
vakhe,واکھِ
istifesa,استفسا
diyato,دیاتو
dekhtsaar,دٮ۪کھژار
kisme,قٕسمہٕ
batot,بٹوت
mashro,مشرو
andaazas,انٛدازَس
kasabe,قصابہٕ
agyah,آگیاہ
salmiyat,سالمیت
transporterzyadah,ٹرانسپورٹرزیادہ
waqeti,واقٲتی
krekh,کرٛٮ۪کہٕ
kirdar,کِردار
padjaan,پڑجان
namune,نموٗنہٕ
shoroshar,شوروشر
chapy,چھپے
captilist,کیپٹلسٹ
zehriyal,زہریل
commandergeneral,کمانڈرجنرل
buuz,بوٗز
beyk,بکۍ
baleyman,بالایمان
badasturjari,بدستورجاری
vansilang,ونسلنگ
neara,نٮ۪رَ
bhojpuri,بھوجپوری
muhawer,محاور
kahindustan,کاہندوستان
chalaablaak,چلابلاک
segnalz,سگنلز
emchi,اَمچہِ
wajezbaat,وجذبات
waayaan,وایان
firqan,فِرقن
alibaadat,العبادت
parkorona,پرکورونا
neyv,نوۍ
bataey,بٹٲے
kheslet,خصلت
kolalkara,کوللکارا
himaly,ہمالے
imtizaaj,امتزاج
alabdinas,العابدینَس
munakib,مناقب
mustafti,مستفتی
iniqadhoga,انعقادہوگا
kyaskol,کیاسکول
tarfi,طرفہٕ
fedreshnas,فیڈریشنس
kirchilat,کرچلت
novmut,نوومُت
myem,میم
kuyl,کُلۍ
partapur,پرتاپور
thakra,ٹھکرا
joguzashte,جوگزشتہ
wuapar,وۄپَر
tsarin,ژارٕن
tajrubich,تجربچٕ
papyadah,پاپیادہ
banihali,بانہالٕہ
inseniyath,اِنسٲنیتھ
arrishaad,الرشاد
pawlo,پاولو
aldin,الدیٖن
leadersanj,لیڈرسنج
vabaste,وابستہٕ
mansurpuri,منصورپوری
aasniso,آسنسو
aathween,آٹھوین
afsarkhan,افسرخان
mamaalak,ممالک
waldas,والدس
relecturer,رلیکچرر
muzaffarabadas,مظفرآبادَس
wenlis,ونٕلِس
sardhanat,سردھنت
wajel,وجل
yaajas,یاجس
henzan,ہٕنٛزَن
lehzatmam,لہذاتمام
maneemat,منیمت
manmenaat,منمنات
paramedics,پیرامیڈکس
banevmits,بنٲومٕژ
chalotra,چلوترا
yerikat,یریکٹ
torst,ٹورسٹ
darbaran,دربارن
keshrich,کٲشرِچ
alnab,النب
thavny,تھاوٕنۍ
tochend,توچند
mutewezi,مُتوٲزی
patsi,پَژِ
halanke,حالانٛکہ
bandkerdiyaja,بندکردیاجا
anmut,اوٚنمُت
darap,درپ
egzective,ایگزیکٹیو
tajkistan,تاجکستان
hainapan,ہیںاپن
daromadad,دارومداد
rasakta,رسکتا
wandran,واندرن
khosusiyati,خوٚصوٗصیتہٕ
wablag,وابلاغ
raayas,رایس
kirdiyagiyah,کردیاگیاہ
bistresper,بسٹرسپر
anber,عنبر
fehristper,فہرستپر
daleela,دٔلیٖلاہ
hechhni,ہیٚچھنہِ
kesmat,قٕسمت
guftagukar,گفتگوکر
meh,میٚہ
betre,بیترٕ
markeng,مارکنگ
maqebaran,مقبرن
alkhalik,الخالق
baqal,بقل
sindis,سٕنٛدس
peshwah,پیشواہ
gircheran,گرچرن
lehrayaqomi,لہرایاقومی
paramlitary,پاراملیٹری
ladith,لٔدِتھ
thalak,تھلک
karpancha,کرپنچا
manglagiri,منگلاگیری
bakhalat,بخالت
pedaw,پڑاو
ramaan,رامان
ranglela,رنگلیلا
kyeth,کٮ۪تھ
soler,سولر
paneri,پنیری
karnadakhil,کرناداخل
ehmedo,احمدو
parmubasaran,پرمبصرن
karnel,کرنل
meshan,میشن
modanwal,مودانوال
gramri,گرامری
factures,فیکچرس
ardudashmani,اردودشمنی
phander,پھندر
sufiya,صوفیہ
iqdat,اقدات
nakalna,نکلنا
karsaaman,کرسامن
taknaloji,تکنالوجی
tsolumut,ژوٚولمُت
parampra,پرمپرا
chaevith,چھٲوِتھ
khaawnuk,کھاونُک
bhalvaal,بھلوال
amriyati,امریتی
masudi,مسعوٗدی
bunili,بُنۍلہِ
doyum,دوٚیُم
persicorti,پرسیکورٹی
amapuz,اَماپوٚز
shabash,شاباش
asnavan,اَسناوان
ezazpesh,اعزازپیش
badshahan,بادشاہن
karpaal,کرپال
shand,شاندٕ
wabaste,وابستہٕ
vartavun,ورتاوُن
plaast,پلاسٹ
vavardat,وواردات
murakabatan,مرکباتَن
azaa,آزا
jadio,جدیو
gandotra,گنڈوترا
tater,تتر
istaad,استاد
vatkrarhog,وتکرارہوگ
nahamwari,ناہمواری
manzes,منزس
hundey,ہُندے
karkard,کارکرد
manjusangh,منجوسنگھ
alkadriya,القادریہ
moqef,موقف
karnasib,کرناسب
asih,اَسِہ
gutul,گُتُل
takragiya,ٹکراگیا
awraad,اوراد
kadarkhawab,قدرخواب
paknavne,پکناونہٕ
perselman,پرسلمان
kansolez,کنسولز
mushtamel,مُشتمل
yadkirat,یادکرت
zorurate,ضوٚروٗرتہٕ
vuchhikh,وُچھِکھ
pasenden,پَسندن
ikhtiyarkirsket,اختیارکرسکت
anak,انک
fesle,فٲصلہٕ
dokandar,دوکاندار
gyathameger,گیاتھامگر
wateluqat,وتعلقات
kharman,خرمن
habandar,ہبندر
iftab,افتاب
heir,ہیر
almafsareen,المفسرین
sanskret,سنسکرت
jadliyati,جدلیاتی
stenary,سٹینری
waqati,واقاتہٕ
javaaz,جواز
yezeedi,یزیدی
awanka,اوانکا
kawapnamishan,کواپنامشن
keteya,کٲتیاہ
komeedan,کومیدان
mawade,موادٕ
kraam,کرٛام
mutaab,مطاب
taroch,تاروچ
parjat,پرجات
sadbaab,صدباب
bhalakya,بھلاکیا
fankaari,فنکاری
manzoorak,منظورک
tornaments,ٹورنامنٹس
somaat,سومات
wakhne,وَکھنے
wonmas,ووٚنمَس
dohrawte,دہراوتہِ
keinter,کینٹر
teetsah,تیٖژاہ
balawal,بلاول
pardakh,پردکھ
sinz,سٕنزِ
chorano,چورانو
sojha,سوجھا
tankerpehenchan,ٹینکرپہنچان
dopnam,دوٚپنم
panchkola,پنچکولا
gorarang,گورارنگ
edibe,أدیٖبہ
amorajagar,اموراجاگر
bhartyajanta,بھارتیاجنتا
maqta,مقطع
hamdardee,ہمدردی
qabz,قبض
eshaaran,اشارن
afsoskan,افسوسکن
rozshehar,روزشہر
dardisteni,دردِستٲنی
rabandranath,رابندرناتھ
mutabik,مطٲبِق
corporteras,کارپورٹرس
khanoda,خانودا
hoya,ہویا
mutevezi,مُتوٲزی
doshvey,دۄشَوے
davaham,دواہم
sharmesari,شرمساری
awradakar,اوراداکار
aather,آتھر
isla,اصلاح
hakmas,حکمس
qaraari,قرارِ
hechnok,ہیٚچھنکُ
jhanglez,جھنگلز
bajayi,بجایہِ
saraaj,سراج
feyil,پھٔلۍ
charendi,چرندی
godnich,گۄڈنچ
hichkiya,ہچکیا
inremat,انرمت
sanjion,سنجیون
dalaras,ڈالرس
wechith,وچھِتھ
drokne,درٛۄکنہٕ
qabristaniya,قبرستانیہ
tanqidas,تنقیٖدس
apraajat,اپراجت
traay,تراے
tsol,ژوٚل
darminder,درمیندر
ramz,رمز
andresiyasi,اندرسیاسی
dorgumrahi,دورگمراہی
meegal,میگل
sanesh,سنیش
rakhtatha,رکھتاتھا
navey,ناوَے
akaye,اکایٔ
patron,پتروں
jangjoya,جنگجویا
karchelnahoga,کرچلناہوگا
dunhichen,دُنیہچِن
sayake,سیاقہٕ
marwinis,مارٕوِنِس
woagni,وۄگنِہ
ethim,ٲٹھِم
jaamad,جامد
haard,ہارڈ
kavahil,کواہل
darjat,درجات
kanfosas,کنفوسس
pahadee,پہاڑی
mutaar,مطار
shoken,شوقیٖن
kulhum,کلہُم
badlavne,بدلاونہٕ
komajbura,کومجبورا
kermets,کٔرمٕژ
afsoska,افسوسکا
vijen,وِجن
rechul,رچوٗل
tshot,ژھوٚٹ
sindis,سٕنٛدِس
steadam,سٹیڈم
goyabari,گویاباری
kyakhabar,کیاخبر
apenij,اپنج
darjawaab,درجواب
jeneb,جٲنِب
mojuudgi,موٗجوٗدگی
kokholan,کوکھولن
baegir,بٲگر
legith,لگِتھ
tareeqas,طریٖقَس
jaganjiyat,جگنجیت
sehjioga,سہجیوگا
haintobehat,ہیںتوبہت
takseeme,تقسیٖمہٕ
thatehseel,تھاتحصیل
kagornment,کاگورنمنٹ
jaz,جذ
computera,کمپیوٹرا
gonch,گونچ
navomeedee,ناوۄمیدی
paknawnech,پکناونٕچ
katodagran,کاتوداگرن
khaavend,خاوند
ghotan,گھوٹن
eyd,أڈۍ
shruik,شُرٛکۍ
waryihan,واریہِن
hior,ہیوٚر
mahnath,مہنتھ
bakiyan,باقیَن
partakhliqi,پرتخلیقی
firak,فراق
tihund,تہنُد
mutasirho,متاثرہو
nizaamas,نظامس
shumaalas,شُمالس
karkhani,کارخانہٕ
megistratesari,مجسٹریٹسری
vatnavnich,واتناونٕچ
kaeshir,کٲشِر
jaasak,جاسک
gulzarmuhammad,گلزارمحمد
vekhats,وٮ۪کھژ
barmati,برمتی
iqtidarhasil,اقتدارحاصل
alkhitaab,الخطاب
maraamar,مرامر
mantiqiyat,منطقیت
genzrawne,گٔنٛزراونہٕ
seyn,سٲنۍ
baqaidah,باقاعدہ
yatimam,یاتمام
khaslaton,خصلتوں
timov,تِمو
badhaas,بڑھاس
lamnan,لمنان
vatakfiyan,وتکفین
almansur,المنصور
jisak,جسک
mizazas,مزازس
johinsburg,جوہنسبرگ
sharika,شارِکا
kaarkun,کارکُن
lihaaze,لحاظہ
shakli,شکلہ
pleshiya,پلیشیا
jazbeh,جَذبہٕ
ratehseeldar,رتحصیلدار
mandbana,مندبنا
kaanha,کانہا
jitnaab,جتناب
jobharat,جوبھارت
sarkarak,سرکارک
sombrawan,سوٚمبراوان
instalment,انسٹالمنٹ
rejeshwari,راجیشوری
jherem,جھیرم
koglam,کوغلام
markabaat,مرکبات
jastas,جستس
dadarnaak,ددرناک
kantsow,کینژو
gharchalna,گھرچلنا
staak,سٹاک
hichkecha,ہچکچا
electrically,الیکٹریکلی
harvest,ہارویسٹ
khodai,خُدایہِ
tasmo,تسمو
kismati,قسمتی
kentsny,کینٚژنٕے
emarets,عمارٔژ
kahaane,کہانہ
hayagarva,ہیاگروا
barkate,برکتہٕ
preh,پرٛیہِ
baashe,باشہ
dasto,دستو
wesile,ؤسیٖلہ
kheow,کھیوٚو
pemaiy,پیمایٔ
revaituk,روایتُک
manaab,مناب
madaras,مدارس
kalamuk,کلامُک
ditsin,دژٕن
actoti,ایکٹوٹی
sarbarahon,سربراہوں
hamdardan,ہمدردان
chakravne,چھٔکراونہٕ
tarkheer,تارخیر
yozith,یوٗزِتھ
chandregam,چندریگام
ikhbarorsa,اخبارورسا
shauurey,شوٚعوٗرٕے
bislayi,بِسلایِہ
dilbander,دلبندر
gorakhnath,گورکھناتھ
farnas,فرنس
translational,ٹرانسلیشنل
alqaran,القرن
farokht,فروخت
bashirah,بشیٖرہ
prodection,پروڈیکشن
sorender,سورندر
bandhta,بندھتا
tasevren,تصورن
saama,ساما
nenojesamat,نینوجسامت
sadabalandkirat,صدابلندکرت
comrades,کامریڈس
adjustment,ایڈجسٹمنٹ
dastaran,دستارن
beshtar,بیشتر
changpa,چانگپا
gehri,گہری
shamarlog,شمارلوگ
klozer,کلوزر
personel,پرسنل
hidaad,حداد
kehey,کہے
andrejo,اندرجو
myulmut,میوٗلمُت
padhog,پڑھوگ
amits,آمٕژ
bandong,بنڈونگ
madas,مدس
interior,انٹیریر
yinas,یِنس
somawarawarmangalwar,سومواراورمنگلوار
sharmaja,شرماجا
mutachir,متاچر
aawneras,آونرس
vetsny,وٮ۪ژھنے
congressional,کانگریشنل
kamyab,کامیاب
counciler,کونسلر
yetalgodesham,یتلگودیشم
adhqaar,ادھکار
wafkarmandi,وفکرمندی
dodeh,دۄدٕ
poshi,پوشہِ
badqesmi,بدقسمی
clusterhead,کلسٹرہیڈ
khone,کھۄنہِ
failas,فٮ۪علس
misterwand,مسٹروانڈ
ehend,اہنٛد
almofon,الموفون
sabeze,سبزی
telfi,تلفی
maskharon,مسخروں
kamalat,کمالات
heqi,ہیکِہ
vartaawaan,وَرتاوان
wawnuy,ووٚنُے
farlokal,فارلوکل
irshadbari,ارشادباری
tasleem,تسلیٖم
jagmat,جگمت
artistas,آرٹسٹس
nagme,نغمہٕ
jalhender,جلہندر
porshotem,پورشوتم
gajniso,گجنسو
kamamandar,کمامنڈر
tsender,ژٔندر
friedi,فریڈی
sapdun,سَپُدن
pehenchanatha,پہنچاناتھا
tshaanji,ژھانٛجہِ
rodreguzak,روڈریگزک
mahle,محلہٕ
kadarbhayek,قدربھایک
riweyaton,روایتوں
keefiyat,کیٖفیت
diyanatdari,دیانتداری
chiz,چیٖر
charsaal,چارسال
matbuat,مطبوعات
chih,چہَ
bhandaaras,بھنڈارس
kirdarun,کردارُن
harkaam,ہرکام
dinech,دِنٕچ
bakotar,بکوتر
laalam,لاعلم
narsimhanand,نرسمہانند
baturbazabadkari,بطوربازآبادکاری
falsafiyane,فلسفیانہ
kidaraw,کردارو
karobarmali,کاروبارمالی
kothehran,کوٹھہران
thevmets,تھٲومٕژ
zeergi,زیرگی
extition,ایکسٹیشن
tamaashe,تماشہِ
apnanaam,اپنانام
malbusa,ملبوسا
aglan,اگلن
kanifazkharaj,کانفاذخارج
numayend,نمایند
mafrad,مفرد
pedakard,پیداکرد
cheth,چھِتھ
dani,دٲنی
communitiyon,کمیونٹیوں
kampalpriyat,کمپلپریت
chatrorajesh,چھاتروراجیش
katghar,کٹگھر
nyuun,نیوٗن
centrella,سینٹریلا
gatshnas,گژھنَس
kulyuk,کُلُیٛک
boznaewith,بوزنٲوِتھ
pehlojloh,پہلوجلوہ
mantraal,منترال
gaaraaye,گارایے
tame,تمَہِ
vano,ونو
jaatah,جاتاہ
shochaliya,شوچالیہ
hyew,ہیو
altaqvim,التقویم
madholal,مادھولال
sangner,سنگنیر
banavnas,بَناونَس
kirderar,کردرار
ibaarets,عبارٔژ
parmakamal,پرمکمل
neqadev,نقادو
protector,پروٹیکٹر
kamharuli,کمہرولی
azaban,عذابَن
guryen,گورٮ۪ن
kreting,کریٹنگ
madinas,مدینس
oas,اوس
fasanaw,فسانَو
afradberadriyon,افرادبرادریوں
laabha,لابھا
dokh,دۄکھ
kitabih,کتابہِ
kokumanzuri,کوکومنظوری
mulajib,ملاجب
sensera,سنسرا
aseh,اسہٕ
nasernigar,نثرنگار
anman,انمانہ
hamkhawar,ہمخوار
nagwara,ناگوارا
ikhtiyarkarnahoga,اختیارکرناہوگا
basharte,بشرطہ
balig,بالغ
kachalna,کچلنا
sharqa,شرقا
hindustaanas,ہندوستانَس
apartments,اپارٹمنٹس
gasi,گسہِ
wopdawan,وۄپداوان
koserbehrikya,کوسربہرکیا
shahnaz,شہناز
islaaf,اسلاف
bazmi,بزمی
kapeshgi,کاپیشگی
chusav,چُھسَو
carbert,کاربرٹ
agwaan,اگوان
sorenam,سورینام
nahel,ناہل
iqtisedi,اقتصٲدی
riweyti,روایتی
phaanilne,پھانھلنہٕ
mushteharmukhtalif,مشتہرمختلف
vashusharma,وشوشرما
bolopur,بولوپور
afratferi,افراتفری
tehqiqkar,تحقیٖقکار
alqabal,القبل
vuchnuk,وُچھنُک
nekadev,نقادو
ooncha,اونچا
badhavadiya,بڑھاوادیا
sarjata,سرجاتا
shiriyn,شِرِنۍ
emarti,عمارتی
daadak,دادک
batayabhartiya,بتایابھارتیہ
padvaya,پڑوایا
