swaasthmay,સ્વાસ્થમય
gitajini,ગીતાજીની
emperos,એમ્પરોસ
rozvaathee,રોઝવાથી
krunale,ક્રુણાલે
neumosclerosisna,ન્યુમોસ્ક્લેરોસિસના
bapodar,બાપોદર
agrawartee,અગ્રવર્તી
kholavaama,ખોલવામાં
amalvarini,અમલવારીની
mannalale,મન્નાલાલે
sidsna,સિડ્સના
frontlatis,ફ્રન્ટલાટિસ
rictum,રિક્ટમ
bhagtino,ભગતિનો
haritno,હરિતનો
flipkardnaa,ફ્લિપકાર્ડના
punarvitaranni,પુનર્વિતરણની
sensitivityne,સેન્સિટિવિટીને
vascuz,વાસ્કુઝ
mobsmaa,મોબ્સમાં
agneekarmthi,અગ્નિકર્મથી
maneetaa,માનીતા
vyavastana,વ્યવસ્તાના
exopoma,એક્સોપોમાં
raceling,રેસલીંગ
mcdonnelnaa,મેકડોનેલના
rikshawala,રિક્શાવાલા
kresnayar,ક્રૅસ્નાયાર
ghatakatatvono,ઘટકતત્વોનો
deadcanal,ડેડકેનાલ
kramachakro,ક્રમચક્રો
veldarnu,વેલ્ડરનું
kalanukrame,કાળાનુક્રમે
badhabhai,બધાભાઇ
glazema,ગ્લેઝમાં
amrishpuri,અમરિશપુરી
geeni,ગીની
detalation,ડિટેલેશન
shravanendriyani,શ્રવણેન્દ્રિયની
grpno,જીઆરપીનો
meramne,મેરામને
bigaadne,બિગાડને
hikanbottam,હિકાનબોટ્ટમ
mahashaktirup,મહાશક્તિરૂપ
gumavathi,ગુમાવાથી
baltanthi,બળતણથી
sinaainaa,સિનાઇના
pravrte,પ્રવર્તે
nirukakano,નિરૂકાકાનો
ileana,ઇલિયાના
odakhavaa,ઓળખાવા
uthantarini,ઉઠાંતરીની
narumal,નારૂમલ
yugantarkari,યુગાન્તરકારી
gandrapvadama,ગંદ્રપવાડામાં
elviz,એલ્વિઝ
sthaapnaaro,સ્થાપનારો
rosinaben,રોઝીનાબેન
fleed,ફ્લીડ
babarpur,બાબરપુર
humphriesna,હમ્ફ્રીસના
denisotsus,ડેનિસોત્સસ
nakalkots,નકલકોટ્સ
ghadiyalama,ઘડિયાળામાં
mulayamsinhji,મુલાયમસિંહજીએ
sparmmathi,સ્પર્મમાંથી
gunioma,ગુણીઓમાં
udbodhanah,ઉદ્બોધનઃ
panchmatiya,પંચમતિયા
holvati,હોલવતી
dispensaryni,ડિસ્પેન્સરીની
vavaleptop,વાવાલેપટોપ
tonke,ટોન્કે
pichhvaina,પિછવાઇના
chuntanirelimaa,ચૂંટણીરેલીમાં
punrutthaanne,પુનરુત્થાનને
thayesa,થયેસા
bebhanavastha,બેભાનાવસ્થા
tradernu,ટ્રેડરનું
franstode,ફ્રાન્સટોડ
athaali,અથાળી
hectivism,હેક્ટીવિઝમ
sherivaalaaoae,શેરીવાળાઓએ
spelkasting,સ્પેલકાસ્ટિંગ
kantawala,કાંટાવાળા
kaadone,કાળોને
tumours,ટ્યૂમર્સ
baldevsingh,બલદેવસિંગ
dinnerware,ડિનરવેર
enrock,એનરોક
tarkshaastramaa,તર્કશાસ્ત્રમાં
untertaintmente,અન્ટરટેઇન્ટમેન્ટે
harnishne,હરનિશને
vaanthee,વાનથી
amargadhma,અમરગઢમાં
karvaamaanee,કરવામાંની
captainshipne,કેપ્ટનશિપને
parsingna,પારસિંગના
nrutyabhyas,નૃત્યાભ્યાસ
kshatioma,ક્ષતિઓમાં
chalisgaonthi,ચાલીસગાંવથી
chokidaarno,ચોકીદારનો
durgabahennu,દુર્ગાબહેનનું
shikshanvido,શિક્ષણવિદો
erdovanne,એર્દોવાનને
chukaylee,ચુકેલી
bhesudi,ભેસુડી
sarojkumariji,સરોજકુમારીજીએ
sarvaangsampurnataa,સર્વાંગસંપૂર્ણતા
saabhalyo,સાભળ્યો
naroz,નારોઝ
sundadi,સુંદડી
asifkha,આસિફખા
klarkoni,ક્લાર્કોની
pratinidhisabhani,પ્રતિનિધિસભાની
ganthaaine,ગંઠાઇને
vaachaknee,વાચકની
haldare,હલદારે
podiatristno,પોડિયાટ્રિસ્ટનો
perfoclay,પરફોક્લે
kobadiya,કોબાડિયા
dashtikonna,દષ્ટિકોણના
baaviae,બાવીએ
khajaanachee,ખજાનચી
akshayji,અક્ષયજી
replany,રીપ્લેની
sarsenapatini,સરસેનાપતિની
shingono,શીંગોનો
thinkings,થિંકિંગ્સ
karykaranbhav,કાર્યકારણભાવ
yokozuna,યોકોઝુનાને
samajpar,સમાજપર
mulubhai,મુળુભાઇ
bimalsinh,બિમલસિંહ
oversisena,ઓવરસાઈઝના
jagitpurvak,જાગિતપૂર્વક
webgurj,વેબગુર્જ
manyohato,માન્યોહતો
cobreber,કોબ્રેબર
jaitatelnu,જૈતતેલનું
bachelertate,બેચલરટેટ
pinkythi,પિન્કીથી
negambono,નેગંબોનો
chonkavnaru,ચોંકાવનારું
beejai,બીજાઈ
shahidullah,શહીદુલ્લા
stricks,સ્ટ્રીક્સ
vaansako,વાંસકો
kethodic,કેથોડીક
magfalinaa,મગફળીના
rasikba,રસિકબા
putai,પુતાઈ
appealing,અપીલીંગ
vilamban,વિલંબન
hokayantroni,હોકાયંત્રોની
kavyamala,કાવ્યમાળા
monosoit,મોનોસોઇટ
kraantivironaa,ક્રાંતિવીરોના
vyaajkhor,વ્યાજખોર
jurist,જ્યુરીસ્ટ
hariomnagar,હરીઓમનગર
jantaako,જનતાકો
missionaryni,મિશનરીની
menses,મેન્સીસ
hadapata,હડપતા
minaldevina,મિનલદેવીના
khemdasji,ખેમદાસજી
pramanmathi,પ્રમાણમાંથી
trialhock,ટ્રાયલહોક
aachchhaadin,આચ્છાદિન
clolifiermaa,ક્લોલિફાયરમાં
imaaratonu,ઈમારતોનું
bluestarnaa,બ્લુસ્ટારના
nucleal,ન્યૂક્લિયલ
chhayu,છાયું
newzealander,ન્યુઝીલેન્ડર
rupaalinaa,રૂપાલીના
ducal,ડ્યુકલ
februyarina,ફેબ્રુયારીના
sanskaranmani,સંસ્કરણમાંની
maldhathi,માલ્ધાથી
shreekrushnnoo,શ્રીકૃષ્ણનું
briefig,બ્રીફીગ
studantmathi,સ્ટૂડંટમાંથી
vaaghano,વાઘનો
vaajyepeethi,વાજયેપીથી
navyuvno,નવયુવનો
kelklini,કેલ્કલીની
garkheda,ગારખેડા
featersnu,ફીટર્સનું
pilotsmanthi,પાઇલટ્સમાંથી
shashaknu,શાશકનું
udaybhai,ઉદયભાઇ
pielbox,પીલબોક્સ
sammelno,સંમેલનો
potava,પોતાવા
ratilaalno,રતિલાલનો
bilifalno,બિલીફળનો
shistbhavna,શિસ્તભાવના
invoicena,ઈનવોઇસના
almin,અલમીન
rodrigona,રોડ્રિગોના
sinhor,સિંહોર
manthalinaa,મંથલીના
melalage,મેલાલેજ
neemize,નિમિઝે
khedaavvaanu,ખેડાવવાનું
pustarmaa,પુસ્તરમાં
jeevanrangone,જીવનરંગોને
jigneshni,જિગ્નેશની
rutabo,રુતબો
hydroxidema,હાઇડ્રોક્સાઇડમાં
hiroi,હિરોઈ
bhimasurne,ભીમાસુરને
navajne,નવાજને
samajavyu,સમજાવ્યું
modibhaktimaa,મોદીભક્તિમાં
krantini,ક્રાંતિની
vettalne,વેટ્ટલને
heatherona,હીથરોના
khagolashastraman,ખગોળશાસ્ત્રમાં
reditmaan,રેડિટમાં
heliportnu,હેલિપોર્ટનું
sizeno,સાઇઝનો
ratish,રતીશ
shrimantaino,શ્રીમંતાઇનો
ecollocation,ઇકોલોકેશન
pratyakshavat,પ્રત્યક્ષવત
inrears,ઇનરિયર્સ
tirmiso,તિરમિસો
odakhaavay,ઓળખાવાય
dhrutmaa,ધૃતમાં
nyaysamitina,ન્યાયસમિતિના
ghataraag,ઘટરાગ
yanchengma,યાંચેંગમાં
shobarne,શોબરને
pinkotheknaa,પિનકોથેકના
idel,આઇડીઇએલ
ganeetagnoma,ગણિતજ્ઞોમાં
khapavvi,ખપાવવી
midterm,મિડટર્મ
vegnaniknun,વેજ્ઞાનિકનું
proqeqta,પ્રોકેક્ટ
gervanshnaa,ગેરવંશના
tpasvanu,તપાસવાનું
chalvalataa,ચળવળતા
chauryashastra,ચૌર્યશાસ્ત્ર
saravemaa,સરવેમાં
gayarasmaan,ગાયરસમાં
shakkariyaan,શક્કરિયાં
bichhpuri,બિછપુરી
blingni,બ્લિંગની
morrisetnu,મોરિસેટનું
maalaan,માળાં
broadbent,બ્રોડબેન્ટ
sabhine,સભીને
rohni,રોહની
needo,નિદો
naukarshaho,નૌકરશાહો
umiyajini,ઉમિયાજીની
vachchharajni,વચ્છરાજની
aatankavaadeeone,આતંકવાદીઓને
aamroleena,આમરોલીના
belkarne,બેલકરને
janaanaar,જણાનાર
bhagyabhavma,ભાગ્યભાવમાં
panthsanchalan,પંથસંચલન
jaikobabad,જૈકોબાબાદ
vakhach,વખચ
yamunajalma,યમુનાજળમાં
bhusaki,ભૂસકી
bhanubhakt,ભાનુભક્ત
laggerloaf,લેગરલોફ
fabiano,ફેબિયાનો
ginan,ગિનાન
trollerna,ટ્રોલરના
poshakni,પોષકની
navneete,નવનીતે
pharmasyutiqala,ફાર્માસ્યુટિકલ
sahasmaa,સાહસમાં
buddhomaa,બુદ્ધોમાં
monalisane,મોનાલીસાને
keneeyani,કેનિયાની
mittingma,મિટિંગમાં
shabdani,શબ્દની
muo,મુઓ
punitnagar,પુનિતનગર
prograamono,પ્રોગ્રામોનો
sulfetron,સલ્ફેટ્રોન
imgburn,ઇમ્ગબર્ન
finalisation,ફાઇનલાઇઝેશન
aakhuy,આખુય
aavirbhavni,આવિર્ભાવની
anirvin,અનિર્વીન
sinhar,સિંહાર
kumbharparama,કુંભારપરામાં
rahasyashalama,રહસ્યશાળામાં
hakeemnu,હકીમનું
petasnee,પેટસની
gatgadat,ગટગડાટ
alvi,અલ્વી
circulatory,સર્ક્યુલેટરી
uace,યુએસીઇ
maaldhari,માલધારી
inderjitne,ઇન્દ્રજીતને
budhnama,બુધનામાં
junavas,જુનાવાસ
amaarkone,અમાર્કોને
karchaliomathi,કરચલીઓમાંથી
laca,લાકા
johrat,જોહરાત
bromeliyadna,બ્રોમેલીયાડના
sushasanbabu,સુશાસનબાબુ
gotaale,ગોટાળે
resultno,રિઝલ્ટનો
mokamsinh,મોકમસિંહ
hareejanull,હરીજનોને
velko,વેલ્કો
barbekwi,બાર્બેક્વી
rashidbhai,રાશિદભાઈ
roompartner,રૂમપાર્ટનર
ridals,રાઈડલ્સ
shentone,શેન્ટોને
subhashitnu,સુભાષિતનું
visheshadhikarvala,વિશેષાધિકારવાળા
prakhandni,પ્રખંડની
gausen,ગૌસેન
keifeng,કેઇફેંગ
mishiganni,મિશિગનની
gunhamathi,ગુન્હામાંથી
phytosanosis,ફાયટોસેનોસિસ
calverte,કેલવર્ટે
bridgema,બ્રિજમાં
megapicsal,મેગાપિક્સલ
slolensk,સ્લોલેન્સ્ક
chikitsakni,ચિકિત્સકની
energizer,એનર્જાઇઝર
vijaydas,વિજયદાસ
aagmanma,આગમનમાં
unescona,યુનેસ્કોના
obrador,ઓબ્રાડોર
mangalmurti,મંગળમૂર્તિ
mopriya,મોપ્રિયા
suraseni,સુરસેની
apartmentsmaa,એપાર્ટમેન્ટ્સમાં
sarowarnaa,સરોવરના
imagicama,ઇમેજિકામાં
kevadaavyu,કેવડાવ્યું
thelejala,થેલેજાલા
bagvani,બાગવાની
swaasoswaas,શ્વાસોશ્વાસ
yashkeerti,યશકિર્તિ
fover,ફોવર
dertz,ડર્ટ્ઝ
margotnu,માર્ગોટનું
sangitino,સંગીતિનો
placemarks,પ્લેસમાર્ક્સ
dhenupujan,ધેનુપૂજન
trirangma,ત્રિરંગમાં
jagatraj,જગતરાજ
haiyaaoni,હૈયાઓની
mansagar,માનસાગર
bilvepuzha,બિલ્વપુજા
relapsing,રીલેપ્સિંગ
sargvisheshni,સર્ગવિશેષની
avkashmanj,અવકાશમાંજ
