maaraataddu,ಮಾರಾಟದ್ದು
fizzada,ಫಿಜ್ಜಾದ
pantini,ಪಂತಿನಿ
lokasamvaada,ಲೋಕಸಂವಾದ
deshiyategala,ದೇಶೀಯತೆಗಳ
manmatho,ಮನ್ಮಥೋ
sappeyenisuttade,ಸಪ್ಪೆಯೆನಿಸುತ್ತದೆ
badalisillave,ಬದಲಿಸಿಲ್ಲವೇ
jaalaataanagalinda,ಜಾಲಾತಾಣಗಳಿಂದ
bellullininda,ಬೆಳ್ಳುಳ್ಳಿನಿಂದ
maarutagale,ಮಾರುತಗಳೇ
ismailannu,ಇಸ್ಮೈಲನ್ನು
breedja,ಬ್ರೀಡ್ಜ
paligilla,ಪಾಲಿಗಿಲ್ಲ
novu,ನೊವು
mincheripuradavarege,ಮಿಂಚೇರಿಪುರದವರೆಗೆ
oggoodatodagi,ಒಗ್ಗೂಡತೊಡಗಿ
kaditagolisuvudallade,ಕಡಿತಗೊಳಿಸುವುದಲ್ಲದೇ
sthiranaada,ಸ್ಥಿರನಾದ
mrugaalayavaagi,ಮೃಗಾಲಯವಾಗಿ
sphotakaviruvudu,ಸ್ಫೋಟಕವಿರುವುದು
sosaleyalle,ಸೋಸಲೆಯಲ್ಲೇ
karedoydiruvudaagi,ಕರೆದೊಯ್ದಿರುವುದಾಗಿ
sumadaya,ಸುಮಾದಯ
spardheyalliyu,ಸ್ಪರ್ಧೆಯಲ್ಲಿಯೂ
microvascolor,ಮೈಕ್ರೋವ್ಯಾಸ್ಕಾಲರ್
kadimeyilladante,ಕಡಿಮೆಯಿಲ್ಲದಂತೆ
kaibittudannu,ಕೈಬಿಟ್ಟುದನ್ನು
summanagisuva,ಸುಮ್ಮನಾಗಿಸುವ
sampannanagi,ಸಂಪನ್ನನಾಗಿ
bhekaadaroo,ಭೇಕಾದರೂ
purvaachaaryarugala,ಪೂರ್ವಾಚಾರ್ಯರುಗಳ
hechchagisuttave,ಹೆಚ್ಚಾಗಿಸುತ್ತವೆ
indiyaadallidda,ಇಂಡಿಯಾದಲ್ಲಿದ್ದ
anubhavanishta,ಅನುಭವನಿಷ್ಠ
baghi,ಬಾಘಿ
antyagollalive,ಅಂತ್ಯಗೊಳ್ಳಲಿವೆ
nirdharisuvikeya,ನಿರ್ಧರಿಸುವಿಕೆಯ
kamagarigaliddalli,ಕಾಮಗಾರಿಗಳಿದ್ದಲ್ಲಿ
gokhaleyavaru,ಗೋಖಲೆಯವರು
hantakanobbana,ಹಂತಕನೊಬ್ಬನ
naavaaddarinda,ನಾವಾದ್ದರಿಂದ
mukhyopadyaayaraada,ಮುಖ್ಯೋಪದ್ಯಾಯರಾದ
divacha,ದಿವಚ
holebasappa,ಹೊಳೆಬಸಪ್ಪ
angaraini,ಅಂಗರೈನಿ
dhaarmikanaagidda,ಧಾರ್ಮಿಕನಾಗಿದ್ದ
mohenjadaro,ಮೊಹೆಂಜದಾರೊ
sariyallavendu,ಸರಿಯಲ್ಲವೆಂದು
handimaamsavee,ಹಂದಿಮಾಂಸವೇ
kivudutanakke,ಕಿವುಡುತನಕ್ಕೆ
kaledukondiddavarannu,ಕಳೆದುಕೊಂಡಿದ್ದವರನ್ನು
bareyayabeke,ಬರೆಯಯಬೇಕೆ
radisis,ರಾಡಿಸಿಸ್
shikaariyaaguva,ಶಿಕಾರಿಯಾಗುವ
matapattiruvudaagi,ಮತಪಟ್ಟಿರುವುದಾಗಿ
kurudapadavina,ಕುರುಡಪದವಿನ
ramachariyalli,ರಾಮಚಾರಿಯಲ್ಲಿ
obbantiyagisalu,ಒಬ್ಬಂಟಿಯಾಗಿಸಲು
maaduvenendare,ಮಾಡುವೆನೆಂದರೆ
nadumaneyannu,ನಡುಮನೆಯನ್ನು
ghatikapatram,ಘಟಿಕಾಪಾತ್ರಂ
sadasyeyagilla,ಸದಸ್ಯೆಯಾಗಿಲ್ಲ
tindavare,ತಿಂದವರೆ
paraganiyalli,ಪರಗಣಿಯಲ್ಲಿ
sparkinalli,ಸ್ಪಾರ್ಕಿನಲ್ಲಿ
tiddisidda,ತಿದ್ದಿಸಿದ್ದ
gadni,ಗದ್ನಿ
niiduttudda,ನೀಡುತ್ತುದ್ದ
ravanisabekemba,ರವಾನಿಸಬೇಕೆಂಬ
tagaluttiddu,ತಗಲುತ್ತಿದ್ದು
tatvanishtheyinda,ತತ್ವನಿಷ್ಠೆಯಿಂದ
shekargalannu,ಶೇಕರ್ಗಳನ್ನು
anushtaanayogyavaada,ಅನುಷ್ಠಾನಯೋಗ್ಯವಾದ
aatmakateyaagirade,ಆತ್ಮಕತೆಯಾಗಿರದೆ
sabalagolisuttide,ಸಬಲಗೊಳಿಸುತ್ತಿದೆ
rasul,ರಸುಲ್
bachepalli,ಬಾಚೆಪಳ್ಳಿ
krishnaneno,ಕೃಷ್ಣನೇನೋ
sibandivarga,ಸಿಬಂದಿವರ್ಗ
midulugala,ಮಿದುಳುಗಳ
torisuvudella,ತೋರಿಸುವುದೆಲ್ಲ
raitanaagiddaare,ರೈತನಾಗಿದ್ದಾರೆ
vidheyakavondannu,ವಿಧೇಯಕವೊಂದನ್ನು
gattiyaguttavendu,ಗಟ್ಟಿಯಾಗುತ್ತವೆಂದು
doddaatave,ದೊಡ್ಡಾಟವೇ
daniyobbaru,ದಾನಿಯೊಬ್ಬರು
shaalaavaranadalle,ಶಾಲಾವರಣದಲ್ಲೇ
kalisuva,ಕಲಿಸುವ
eduraaguvavara,ಎದುರಾಗುವವರ
prakatapadisuttade,ಪ್ರಕಟಪಡಿಸುತ್ತದೆ
annadaanagintaloo,ಅನ್ನದಾನಗಿಂತಲೂ
khandisalaaguttittu,ಖಂಡಿಸಲಾಗುತ್ತಿತ್ತು
vishvividyaanilaya,ವಿಶ್ವಿವಿದ್ಯಾನಿಲಯ
visarjasade,ವಿಸರ್ಜಸದೇ
meretare,ಮೆರೆತರೆ
yallaapuragala,ಯಲ್ಲಾಪುರಗಳ
baruvadanu,ಬರುವದನು
samshoodhakaraagiddu,ಸಂಶೋಧಕರಾಗಿದ್ದು
pradeshagalilli,ಪ್ರದೇಶಗಳಿಲ್ಲಿ
parikshisuttiruvante,ಪರೀಕ್ಷಿಸುತ್ತಿರುವಂತೆ
aligro,ಆಲಿಗ್ರೊ
megabit,ಮೆಗಾಬಿಟ್
uddimepatigalaadaroo,ಉದ್ದಿಮೆಪತಿಗಳಾದರೂ
kaushalaavruddhi,ಕೌಶಲಾವೃದ್ಧಿ
janataadalave,ಜನತಾದಳವೇ
vakilanindale,ವಕೀಲನಿಂದಲೇ
deshagaleradarallu,ದೇಶಗಳೆರಡರಲ್ಲೂ
veenaavaadya,ವೀಣಾವಾದ್ಯ
oxf,ಆಕ್ಸ್ಫ್
mundoduttiruvaga,ಮುಂದೋಡುತ್ತಿರುವಾಗ
karigisuvalli,ಕರಿಗಿಸುವಲ್ಲಿ
adidyanath,ಆದಿದ್ಯನಾಥ್
falchack,ಫಾಲ್ಚಾಕ್
bhadisuvantaha,ಭಾದಿಸುವಂತಹ
gondalavannadaru,ಗೊಂದಲವನ್ನಾದರೂ
chintegalalliyoo,ಚಿಂತೆಗಳಲ್ಲಿಯೂ
kaijodisaddare,ಕೈಜೋಡಿಸದ್ದಾರೆ
ennuvukke,ಎನ್ನುವುಕ್ಕೆ
kolachikambaladalli,ಕೊಳಚಿಕಂಬಳದಲ್ಲಿ
upadhyaksharibbaroo,ಉಪಾಧ್ಯಕ್ಷರಿಬ್ಬರೂ
vishalagadakke,ವಿಶಾಲಗಡಕ್ಕೆ
kaaranavaagutte,ಕಾರಣವಾಗುತ್ತೆ
bunts,ಬಂಟ್ಸ್
beteyaadibiduva,ಬೇಟೆಯಾಡಿಬಿಡುವ
hodeyuvudendare,ಹೊಡೆಯುವುದೆಂದರೆ
sangrahisuvudilla,ಸಂಗ್ರಹಿಸುವುದಿಲ್ಲ
saayisuvalli,ಸಾಯಿಸುವಲ್ಲಿ
gamanisidru,ಗಮನಿಸಿದ್ರು
nerahoreyavaru,ನೆರಹೊರೆಯವರು
hinnadavali,ಹಿನ್ನಡವಳಿ
mahachaitra,ಮಹಾಚೈತ್ರ
shailattege,ಶೈಲತ್ತೆಗೆ
pheecharugaliralide,ಫೀಚರುಗಳಿರಲಿದೆ
upacharisalpaduva,ಉಪಚರಿಸಲ್ಪಡುವ
uddinabele,ಉದ್ದಿನಬೇಳೆ
yashassigolisalu,ಯಶಸ್ಸಿಗೊಳಿಸಲು
eetanigiddaru,ಈತನಿಗಿದ್ದರು
konega,ಕೊನೆಗಾ
citcipas,ಸಿಟ್ಸಿಪಾಸ್
mangalavaayitu,ಮಂಗಳವಾಯಿತು
madimaadida,ಮಡಿಮಾಡಿದ
hachchakke,ಹಚ್ಚಕ್ಕೆ
nunguvudannu,ನುಂಗುವುದನ್ನು
laperla,ಲಾಪೆರ್ಲಾ
gandhijiyavra,ಗಾಂಧೀಜಿಯವ್ರ
samagravaagiddaroo,ಸಮಗ್ರವಾಗಿದ್ದರೂ
mosakkondu,ಮೋಸಕ್ಕೊಂದು
gokakadalliyu,ಗೋಕಾಕದಲ್ಲಿಯೂ
padetide,ಪಡೆತಿದೆ
vyavasaayadalli,ವ್ಯವಸಾಯದಲ್ಲಿ
vaiphalyavagiruvavara,ವೈಫಲ್ಯವಾಗಿರುವವರ
katapur,ಕಾಟಾಪುರ
dooshisuttirabahudu,ದೂಷಿಸುತ್ತಿರಬಹುದು
kanisikollavudakke,ಕಾಣಿಸಿಕೊಳ್ಳವುದಕ್ಕೆ
tavakatallanagalige,ತವಕತಲ್ಲಣಗಳಿಗೆ
sambandhavillaveno,ಸಂಬಂಧವಿಲ್ಲವೇನೋ
mahjongg,ಮಹಜೊಂಗ್
vijetaraagiddaroo,ವಿಜೇತರಾಗಿದ್ದರೂ
maardavavittu,ಮಾರ್ದವವಿತ್ತು
alisihaakabahude,ಅಳಿಸಿಹಾಕಬಹುದೇ
paaradarshakagoliside,ಪಾರದರ್ಶಕಗೊಳಿಸಿದೆ
tilidiruvavaralli,ತಿಳಿದಿರುವವರಲ್ಲಿ
suttaliruva,ಸುತ್ತಲಿರುವ
nagepaataligoo,ನಗೆಪಾಟಲಿಗೂ
hesarittiddu,ಹೆಸರಿಟ್ಟಿದ್ದು
pharmological,ಫಾರ್ಮಾಲಾಜಿಕಲ್
taramatiya,ತಾರಾಮತಿಯ
dushparinaamagalannu,ದುಷ್ಪರಿಣಾಮಗಳನ್ನು
kesimayyanu,ಕೇಶಿಮಯ್ಯನು
durikrutam,ದೂರೀಕೃತಂ
snaanakkiliyuva,ಸ್ನಾನಕ್ಕಿಳಿಯುವ
hiduvalidaararalli,ಹಿಡುವಳಿದಾರರಲ್ಲಿ
potentiameter,ಪೊಟೆನ್ಟಿಯಾಮೀಟರ್
daivadavara,ದೈವದವರ
mudungara,ಮುದುಂಗರ
creeda,ಕ್ರೀಡಾ
meravindos,ಮೆರಾವಿಂಡೋಸ್
haadiyaayitu,ಹಾದಿಯಾಯಿತು
nagadattena,ನಾಗದತ್ತೇನ
nerediddevu,ನೆರೆದಿದ್ದೆವು
punaraarambhisabekaagide,ಪುನರಾರಂಭಿಸಬೇಕಾಗಿದೆ
bikariyaagaliddaare,ಬಿಕರಿಯಾಗಲಿದ್ದಾರೆ
seperation,ಸೆಪರೇಶನ್
niluvirabeku,ನಿಲುವಿರಬೇಕು
ppina,ಪ್ಪಿನ
glacing,ಗ್ಲೇಸಿಂಗ್
putcher,ಪುಚರ್
exams,ಎಕ್ಸಾಂಸ್
lalisavva,ಲಾಲಿಸವ್ವ
moodirale,ಮೂಡಿರಲೇ
jotegaarikege,ಜೊತೆಗಾರಿಕೆಗೆ
pettigeyavanu,ಪೆಟ್ಟಿಗೆಯವನು
prakashayogi,ಪ್ರಕಾಶಯೋಗಿ
kadanakkiliyuvudu,ಕದನಕ್ಕಿಳಿಯುವುದು
munchachiruvikegalu,ಮುಂಚಾಚಿರುವಿಕೆಗಳು
vajjalarige,ವಜ್ಜಲರಿಗೆ
tridis,ಟ್ರಿಡಿಸ್
pukkalutanakke,ಪುಕ್ಕಲುತನಕ್ಕೆ
nyamadeva,ನ್ಯಾಮದೇವ
aardarlipaddhatiyannu,ಆರ್ಡರ್ಲಿಪದ್ಧತಿಯನ್ನು
sougandhiya,ಸೌಗಂಧಿಯ
dibbling,ಡಿಬ್ಲಿಂಗ್
shikshanavyavastheyu,ಶಿಕ್ಷಣವ್ಯವಸ್ಥೆಯು
batamnondige,ಬಾಟಮ್ನೊಂದಿಗೆ
chaisan,ಚೈಸನ್
mundeyannu,ಮುಂಡೆಯನ್ನು
adimelaagide,ಅಡಿಮೇಲಾಗಿದೆ
khottiddara,ಖೊಟ್ಟಿದ್ದರ
amanatinallitta,ಅಮಾನತಿನಲ್ಲಿಟ್ಟ
ugragaamigalodane,ಉಗ್ರಗಾಮಿಗಳೊಡನೆ
samaanaantaravaagiyu,ಸಮಾನಾಂತರವಾಗಿಯೂ
natabihaga,ನಟಬಿಹಾಗ
janaparavagiruvavarannu,ಜನಪರವಾಗಿರುವವರನ್ನು
pundalik,ಪುಂಡಲೀಕ
kaaryaadhyaksharugalige,ಕಾರ್ಯಾಧ್ಯಕ್ಷರುಗಳಿಗೆ
tappoppigegalannu,ತಪ್ಪೊಪ್ಪಿಗೆಗಳನ್ನು
shankregoudru,ಶಂಕ್ರೇಗೌಡ್ರು
nyaamatige,ನ್ಯಾಮತಿಗೆ
prabhedadalli,ಪ್ರಭೇದದಲ್ಲಿ
thash,ಥಾಶ್
kuladhipatiyu,ಕುಲಾಧಿಪತಿಯೂ
kolakuvaga,ಕೊಳಕುವಾಗ
nadesabeka,ನಡೆಸಬೇಕ
bageyembudu,ಬಗೆಯೆಂಬುದು
mhagte,ಮ್ಹಗ್ತೆ
tayandiraguttiddaru,ತಾಯಂದಿರಾಗುತ್ತಿದ್ದರು
manavanaguva,ಮಾನವನಾಗುವ
dumuguttuttale,ದುಮುಗುಟ್ಟುತ್ತಲೇ
poorvikalyaaniraagada,ಪೂರ್ವಿಕಲ್ಯಾಣಿರಾಗದ
namaluttiddaare,ನಮಲುತ್ತಿದ್ದಾರೆ
sulidudu,ಸುಳಿದುದು
mahamounadalli,ಮಹಾಮೌನದಲ್ಲಿ
deshavalla,ದೇಶವಲ್ಲಾ
nindipe,ನಿಂದಿಪೆ
nodittiddaru,ನೋಡಿತ್ತಿದ್ದರು
aavartadalli,ಆವರ್ತದಲ್ಲಿ
hydrocephalic,ಹೈಡ್ರೋಸೆಫಾಲಿಕ್
bimbitavagodu,ಬಿಂಬಿತವಾಗೋದು
mahamahimarugaladdu,ಮಹಾಮಹಿಮರುಗಳದ್ದು
tylorasninda,ಟೈಲೋರಸ್ನಿಂದ
vasik,ವಾಸಿಕ್
aerograallinallina,ಏರೋಗ್ರಾಲ್ಲಿನಲ್ಲಿನ
vilabhavaaguttiddu,ವಿಳಭವಾಗುತ್ತಿದ್ದು
ennuvantaaguttide,ಎನ್ನುವಂತಾಗುತ್ತಿದೆ
sabhira,ಸಭಿರ
hechchutive,ಹೆಚ್ಚುತಿವೆ
paastaada,ಪಾಸ್ತಾದ
anaadaradindaagi,ಅನಾದರದಿಂದಾಗಿ
horabarabekiruva,ಹೊರಬರಬೇಕಿರುವ
saaraayiyante,ಸಾರಾಯಿಯಂತೆ
higaguvudillavendu,ಹೀಗಾಗುವುದಿಲ್ಲವೆಂದು
kaddayagalu,ಕಡ್ಡಾಯಗಳು
uttamagondare,ಉತ್ತಮಗೊಂಡರೆ
asadyavadaga,ಅಸಾದ್ಯವಾದಾಗ
ramanathaya,ರಾಮನಾಥಾಯ
alihaider,ಅಲಿಹೈದರ್
hoyigeyalli,ಹೊಯಿಗೆಯಲ್ಲಿ
lattas,ಲಟ್ಟಾಸ್
muragamalladinda,ಮುರಗಮಲ್ಲದಿಂದ
samayasadhakara,ಸಮಯಸಾಧಕರ
balaluttiddeve,ಬಳಲುತ್ತಿದ್ದೇವೆ
erpaadigaagi,ಏರ್ಪಾಡಿಗಾಗಿ
shalaila,ಶಲೈಲಾ
hufoof,ಹುಫೂಫ್
aaskiyalli,ಆಸ್ಕಿಯಲ್ಲಿ
toruttiddavanu,ತೋರುತ್ತಿದ್ದವನು
nanagottide,ನನಗೊತ್ತಿದೆ
shankusthapanegalu,ಶಂಕುಸ್ಥಾಪನೆಗಳು
maddaanegalu,ಮದ್ದಾನೆಗಳು
paligalla,ಪಾಲಿಗಲ್ಲ
nishedhisiruvudarinda,ನಿಷೇಧಿಸಿರುವುದರಿಂದ
abhyanjanave,ಅಭ್ಯಂಜನವೇ
chikmagalur,ಚಿಕ್ಮಗಳೂರು
kaabeda,ಕಾಬೇದ
tarpade,ತರ್ಪಡೆ
haalesaradinda,ಹಾಲೇಸರದಿಂದ
vidyamaanagalendu,ವಿದ್ಯಮಾನಗಳೆಂದು
badisuttene,ಬಡಿಸುತ್ತೇನೆ
durgadante,ದುರ್ಗದಂತೆ
maduveyagbeku,ಮದುವೆಯಾಗ್ಬೇಕು
horticulture,ಹಾರ್ಟಿಕಲ್ಚರ್
mullengada,ಮುಳ್ಳೆಂಗದ
taraballavemba,ತರಬಲ್ಲವೆಂಬ
endannisatodagitu,ಎಂದನ್ನಿಸತೊಡಗಿತು
karagatamadikonda,ಕರಗತಮಾಡಿಕೊಂಡ
avattashte,ಅವತ್ತಷ್ಟೆ
makkaliruvavarannu,ಮಕ್ಕಳಿರುವವರನ್ನು
girigitiyante,ಗಿರಿಗಿಟಿಯಂತೆ
stanagaleradaralloo,ಸ್ತನಗಳೆರಡರಲ್ಲೂ
hogtadena,ಹೋಗ್ತದೇನ
hasirumishrita,ಹಸಿರುಮಿಶ್ರಿತ
fomina,ಫೊಮಿನಾ
doddakurubarahalli,ದೊಡ್ಡಕುರುಬರಹಳ್ಳಿ
malabaddhateyaadare,ಮಲಬದ್ಧತೆಯಾದರೆ
dharappanayaka,ಧರಪ್ಪನಾಯಕ
yuvavidyaarthi,ಯುವವಿದ್ಯಾರ್ಥಿ
gidens,ಗಿಡೆನ್ಸ್
lingakattuva,ಲಿಂಗಕಟ್ಟುವ
soochisuttiddene,ಸೂಚಿಸುತ್ತಿದ್ದೇನೆ
kadivaru,ಕಡಿವರು
kedisikobeku,ಕೆಡಿಸಿಕೊಬೇಕು
svachchavaagillavendu,ಸ್ವಚ್ಛವಾಗಿಲ್ಲವೆಂದು
elliddaaravaru,ಎಲ್ಲಿದ್ದಾರವರು
averadarindaloo,ಅವೆರಡರಿಂದಲೂ
endarterectomy,ಎಂಡಾರ್ಟೆರೆಕ್ಟೊಮಿ
puraikeyaguttiva,ಪೂರೈಕೆಯಾಗುತ್ತಿವ
apayavillavalla,ಅಪಾಯವಿಲ್ಲವಲ್ಲ
mahileyarigantu,ಮಹಿಳೆಯರಿಗಂತು
bombaayigalalli,ಬೊಂಬಾಯಿಗಳಲ್ಲಿ
anticholinergic,ಆಂಟಿಕೋಲಿನರ್ಜಿಕ್
gtg,ಜಿಟಿಜಿ
pulakitavaguttade,ಪುಲಕಿತವಾಗುತ್ತದೆ
kaaryagatagolisade,ಕಾರ್ಯಗತಗೊಳಿಸದೆ
daivikaranakke,ದೈವೀಕರಣಕ್ಕೆ
prayatnasiddene,ಪ್ರಯತ್ನಸಿದ್ದೇನೆ
tiraskaarave,ತಿರಸ್ಕಾರವೆ
srishambhunatha,ಶ್ರೀಶಂಭುನಾಥ
ramarajyavagi,ರಾಮರಾಜ್ಯವಾಗಿ
kannar,ಕನ್ನರ್
karagadiralu,ಕರಗದಿರಲು
ishtapaduvantaayitu,ಇಷ್ಟಪಡುವಂತಾಯಿತು
tarahadinda,ತರಹದಿಂದ
ettinagaadigoo,ಎತ್ತಿನಗಾಡಿಗೂ
hogagodadante,ಹೋಗಗೊಡದಂತೆ
managediyannagi,ಮಾನಗೇಡಿಯನ್ನಾಗಿ
nirvasatikaraada,ನಿರ್ವಸತಿಕರಾದ
siddhapadisiddavarannu,ಸಿದ್ಧಪಡಿಸಿದ್ದವರನ್ನು
olavadisuva,ಒಳವಡಿಸುವ
detected,ಡಿಟೆಕ್ಟೆಡ್
moosoorinalli,ಮೂಸೂರಿನಲ್ಲಿ
hatyakandada,ಹತ್ಯಾಕಾಂಡದ
anithaaravarannu,ಅನಿತಾರವರನ್ನು
friedlandna,ಫ್ರೀಡ್ಲ್ಯಾಂಡ್ನ
lakshanavaadare,ಲಕ್ಷಣವಾದರೆ
gopanahalli,ಗೋಪನಹಳ್ಳಿಯ
balasikollalillavendu,ಬಳಸಿಕೊಳ್ಳಲಿಲ್ಲವೆಂದು
sadest,ಸ್ಯಾಡೆಸ್ಟ್
dabbaadallina,ಡಬ್ಬಾದಲ್ಲಿನ
jarakiholi,ಜಾರಕಿಹೊಳಿ
padevase,ಪಡೆವಾಸೆ
chikithseyindha,ಚಿಕಿತ್ಸೆಯಿಂದ
bhavisirabahudaada,ಭವಿಸಿರಬಹುದಾದ
bhanudeva,ಭಾನುದೇವ
poorvaabhibhaashanadali,ಪೂರ್ವಾಭಿಭಾಷಣದಲಿ
chitale,ಚಿತಾಲೆ
paadarakshegalinda,ಪಾದರಕ್ಷೆಗಳಿಂದ
gamanavahisuttene,ಗಮನವಹಿಸುತ್ತೇನೆ
nusulukora,ನುಸುಳುಕೋರ
fenz,ಫೆನ್ಜ್
adhikavillada,ಅಧಿಕವಿಲ್ಲದ
saripadisaliddaareye,ಸರಿಪಡಿಸಲಿದ್ದಾರೆಯೇ
ambhiga,ಅಂಭಿಗ
manavigalage,ಮನವಿಗಳಗೆ
pullip,ಪುಲ್ಲಿಪ್
kerni,ಕೆರ್ನಿ
neerane,ನೀರಾನೆ
halapeteyallina,ಹಳಪೇಟೆಯಲ್ಲಿನ
napumsakanu,ನಪುಂಸಕನು
lakshanadindaloo,ಲಕ್ಷಣದಿಂದಲೂ
beesidallade,ಬೀಸಿದಲ್ಲದೆ
entriyannoo,ಎಂಟ್ರಿಯನ್ನೂ
spush,ಸ್ಪಶ್
sanchirusuttive,ಸಂಚಿರುಸುತ್ತಿವೆ
nyaatoyetara,ನ್ಯಾಟೋಯೇತರ
padedukondiruvadaagi,ಪಡೆದುಕೊಂಡಿರುವದಾಗಿ
shuddhiyillade,ಶುದ್ಧಿಯಿಲ್ಲದೆ
shavasanagala,ಶವಾಸನಗಳ
sinimagalandrene,ಸಿನಿಮಾಗಳಂದ್ರೇನೆ
dumavati,ದೂಮಾವತಿ
muthiah,ಮುತಯ್ಯ
nenapisiddoo,ನೆನಪಿಸಿದ್ದೂ
samarthaneeyavaagideye,ಸಮರ್ಥನೀಯವಾಗಿದೆಯೆ
daalimbegoo,ದಾಳಿಂಬೆಗೂ
gurutisalpaduttilla,ಗುರುತಿಸಲ್ಪಡುತ್ತಿಲ್ಲ
yochaneyalliddare,ಯೋಚನೆಯಲ್ಲಿದ್ದರೆ
datagramgalannu,ಡಾಟಾಗ್ರಾಮ್ಗಳನ್ನು
udyamigalago,ಉದ್ಯಮಿಗಳಾಗೋ
dhwanipareekshege,ಧ್ವನಿಪರೀಕ್ಷೆಗೆ
uddagatta,ಉದ್ದಗಟ್ಟ
koriruvudannu,ಕೋರಿರುವುದನ್ನು
shaktiyavannu,ಶಕ್ತಿಯವನ್ನು
svabhaavanannu,ಸ್ವಭಾವನನ್ನು
amrutopamavaada,ಅಮೃತೋಪಮವಾದ
gurutu,ಗುರುತು
ashtarchane,ಅಷ್ಟಾರ್ಚನೆ
kaaryaroopagolisabahudu,ಕಾರ್ಯರೂಪಗೊಳಿಸಬಹುದು
charchisiddeve,ಚರ್ಚಿಸಿದ್ದೇವೆ
samaraagi,ಸಮರಾಗಿ
ettaradaddaagilla,ಎತ್ತರದದ್ದಾಗಿಲ್ಲ
khannuru,ಖನ್ನೂರು
sambhaave,ಸಂಭಾವೆ
computerinindale,ಕಂಪ್ಯೂಟರಿನಿಂದಲೇ
bhasabhushanam,ಭಾಷಾಭೂಷಣಂ
maduvegalu,ಮದುವೆಗಳು
yogaspardheyalli,ಯೋಗಸ್ಪರ್ಧೆಯಲ್ಲಿ
amanaviyategala,ಅಮಾನವೀಯತೆಗಳ
comentators,ಕಾಮೆಂಟೇಟರ್ಸ್
pattubidade,ಪಟ್ಟುಬಿಡದೆ
suduvude,ಸುಡುವುದೇ
gandharv,ಗಂಧರ್ವ
sabhegalaagabeku,ಸಭೆಗಳಾಗಬೇಕು
garbhavastheyindale,ಗರ್ಭಾವಸ್ಥೆಯಿಂದಲೇ
ghatachakra,ಘಟಚಕ್ರ
aatagalalliye,ಆಟಗಳಲ್ಲಿಯೇ
munduvaridaddarinda,ಮುಂದುವರಿದದ್ದರಿಂದ
svarnayugavendu,ಸ್ವರ್ಣಯುಗವೆಂದು
avadhiyondigina,ಅವಧಿಯೊಂದಿಗಿನ
aashayagalella,ಆಶಯಗಳೆಲ್ಲ
bandhisittittu,ಬಂಧಿಸಿಟ್ಟಿತ್ತು
aasaktikaravaayitu,ಆಸಕ್ತಿಕರವಾಯಿತು
rottikooda,ರೊಟ್ಟಿಕೂಡ
pudupparambil,ಪುದುಪ್ಪರಂಬಿಲ್
vaalnondige,ವಾಲ್ನೊಂದಿಗೆ
matrubhashikariruva,ಮಾತೃಭಾಷಿಕರಿರುವ
parishkarisada,ಪರಿಷ್ಕರಿಸದ
dvandvagaliddu,ದ್ವಂದ್ವಗಳಿದ್ದು
ammannaayarinda,ಅಮ್ಮಣ್ಣಾಯರಿಂದ
accountigoo,ಅಕೌಂಟಿಗೂ
panjrolli,ಪಂಜ್ರೊಳ್ಳಿ
sindanur,ಸಿಂದನೂರ
dinavelli,ದಿನವೆಲ್ಲಿ
hoguvantahavu,ಹೋಗುವಂತಹವು
soragisikondu,ಸೊರಗಿಸಿಕೊಂಡು
hiriyavalaada,ಹಿರಿಯವಳಾದ
karwa,ಕರ್ವಾ
sooppu,ಸೂಪ್ಪು
muchchava,ಮುಚ್ಚವ
tokkotinalli,ತೊಕ್ಕೋಟಿನಲ್ಲಿ
aagneyanna,ಆಜ್ಞೆಯನ್ನ
nintideyallaa,ನಿಂತಿದೆಯಲ್ಲಾ
sadhagalannu,ಸಾಧಗಳನ್ನು
padedukolladavarige,ಪಡೆದುಕೊಳ್ಳದವರಿಗೆ
sthaapitavaagabekendu,ಸ್ಥಾಪಿತವಾಗಬೇಕೆಂದು
charakasamhiteyalli,ಚರಕಸಂಹಿತೆಯಲ್ಲಿ
janasi,ಜನಸಿ
suryadevanannu,ಸೂರ್ಯದೇವನನ್ನು
kaditavuntaagi,ಕಡಿತವುಂಟಾಗಿ
bhoomigurulida,ಭೂಮಿಗುರುಳಿದ
parakeeyavaada,ಪರಕೀಯವಾದ
itararigaada,ಇತರರಿಗಾದ
nallijarugitu,ನಲ್ಲಿಜರುಗಿತು
maadidarene,ಮಾಡಿದರೇನೆ
pattanagalalliyu,ಪಟ್ಟಣಗಳಲ್ಲಿಯೂ
guriyagiruvudantu,ಗುರಿಯಾಗಿರುವುದಂತು
gudaadare,ಗೂಡಾದರೆ
meksikodaadyanta,ಮೆಕ್ಸಿಕೋದಾದ್ಯಂತ
adhikaaridalliddaru,ಅಧಿಕಾರಿದಲ್ಲಿದ್ದರು
varjyaru,ವರ್ಜ್ಯರು
sotuhogidda,ಸೋತುಹೋಗಿದ್ದ
asaadhyavaadavaru,ಅಸಾಧ್ಯವಾದವರು
jnaanapradavaada,ಜ್ಞಾನಪ್ರದವಾದ
roopaayigalallide,ರೂಪಾಯಿಗಳಲ್ಲಿದೆ
vaadisutiddaare,ವಾದಿಸುತಿದ್ದಾರೆ
yammannanada,ಯಮ್ಮಣ್ಣನಾದ
nadugaaladalli,ನಡುಗಾಲದಲ್ಲಿ
