mathanggi,ꯃꯊꯪꯒꯤ
hougatlo,ꯍꯧꯒꯠꯂꯣ
saagei,ꯁꯥꯒꯩ
changsinlakliba,ꯆꯪꯁꯤꯟꯂꯛꯂꯤꯕ
mayamdi,ꯃꯌꯥꯝꯗꯤ
paiduna,ꯄꯥꯢꯗꯨꯅ
heisinghanba,ꯍꯩꯁꯤꯡꯍꯟꯕ
angaam,ꯑꯉꯥꯝ
prehistoric,ꯄ꯭ꯔꯤꯍꯤꯁꯇꯣꯔꯤꯛ
wuhan,ꯋꯨꯍꯥꯟ
thibagi,ꯊꯤꯕꯒꯤ
wariba,ꯋꯥꯔꯤꯕ
kungna,ꯀꯨꯡꯅ
apaamba,ꯑꯄꯥꯝꯕ
thengkhang,ꯊꯦꯡꯈꯥꯡ
phaadri,ꯐꯥꯗ꯭ꯔꯤ
fisahanba,ꯐꯤꯁꯥꯍꯟꯕ
leingaakpham,ꯂꯩꯉꯥꯛꯐꯝ
masaanou,ꯃꯁꯥꯅꯧ
seirenggi,ꯁꯩꯔꯦꯡꯒꯤ
thabadi,ꯊꯥꯕꯗꯤ
huraallaktuna,ꯍꯨꯔꯥꯜꯂꯛꯇꯨꯅ
sulapane,ꯁꯨꯂꯄꯅꯦ
leipaksibu,ꯂꯩꯄꯥꯛꯁꯤꯕꯨ
eseisinggi,ꯏꯁꯩꯁꯤꯡꯒꯤ
hakthengnanaa,ꯍꯛꯊꯦꯡꯅꯅꯥ
lanmeesingduna,ꯂꯥꯟꯃꯤꯁꯤꯡꯗꯨꯅ
rikada,ꯔꯤꯀꯥꯗ
thakhanli,ꯊꯛꯍꯟꯂꯤ
latnaraklabi,ꯂꯥꯠꯅꯔꯛꯂꯕꯤ
spanishsingna,ꯁ꯭ꯄꯦꯅꯤꯁꯁꯤꯡꯅ
meejo,ꯃꯤꯖꯣ
chaagadabagi,ꯆꯥꯒꯗꯕꯒꯤ
phibam,ꯐꯤꯕꯝ
kangfal,ꯀꯪꯐꯥꯜ
setna,ꯁꯦꯠꯅ
paanbasida,ꯄꯥꯟꯕꯁꯤꯗ
tissuesinggi,ꯇꯤꯁꯨꯁꯤꯡꯒꯤ
yumpanba,ꯌꯨꯝꯄꯥꯟꯕ
loinaidaba,ꯂꯣꯢꯅꯥꯢꯗꯕ
faoramgadaba,ꯐꯥꯎꯔꯝꯒꯗꯕ
ningthoucha,ꯅꯤꯡꯊꯧꯆꯥ
kayagi,ꯀꯌꯥꯒꯤ
yadharaba,ꯌꯥꯙꯔꯕ
leipalna,ꯂꯩꯄꯜꯅ
nattrabadi,ꯅꯠꯇ꯭ꯔꯕꯗꯤ
mangaaldagi,ꯃꯉꯥꯜꯗꯒꯤ
faodraba,ꯐꯥꯎꯗ꯭ꯔꯕ
typhon,ꯇꯥꯢꯐꯣꯟ
ingtharaklingeigi,ꯏꯪꯊꯔꯛꯂꯤꯉꯩꯒꯤ
radhikaa,ꯔꯥꯙꯤꯀꯥ
rupsugi,ꯔꯨꯞꯁꯨꯒꯤ
taanaba,ꯇꯥꯅꯕ
humaang,ꯍꯨꯃꯥꯡ
sintakpurel,ꯁꯤꯟꯇꯥꯛꯄꯨꯔꯦꯜ
tiyaan,ꯇꯤꯌꯥꯟ
phiniba,ꯐꯤꯅꯤꯕ
ngaaktuna,ꯉꯥꯛꯇꯨꯅ
yaangi,ꯌꯥꯟꯒꯤ
kolredou,ꯀꯣꯜꯔꯦꯗꯧ
machegum,ꯃꯆꯦꯒꯨꯝ
mathangda,ꯃꯊꯪꯗ
leipaksi,ꯂꯩꯄꯥꯛꯁꯤ
kaanglupni,ꯀꯥꯡꯂꯨꯞꯅꯤ
paokhumgi,ꯄꯥꯎꯈꯨꯝꯒꯤ
thapanta,ꯊꯥꯄꯥꯟꯇ
reela,ꯔꯤꯂꯥ
manaasingsi,ꯃꯅꯥꯁꯤꯡꯁꯤ
taangna,ꯇꯥꯡꯅ
singkup,ꯁꯤꯡꯀꯨꯞ
fubada,ꯐꯨꯕꯗ
jaakobana,ꯖꯥꯀꯣꯕꯅ
paangngi,ꯄꯥꯡꯉꯤ
tasu,ꯇꯁꯨ
charaang,ꯆꯔꯥꯡ
marifunipan,ꯃꯔꯤꯐꯨꯅꯤꯄꯥꯟ
chaaminnagani,ꯆꯥꯃꯤꯟꯅꯒꯅꯤ
semjaba,ꯁꯦꯝꯖꯕ
isaifu,ꯏꯁꯥꯢꯐꯨ
chupsinba,ꯆꯨꯞꯁꯤꯟꯕ
citagi,ꯁꯤꯇꯥꯒꯤ
chingmaigumbada,ꯆꯤꯡꯃꯥꯢꯒꯨꯝꯕꯗ
maphamda,ꯃꯐꯝꯗ
poktringei,ꯄꯣꯛꯇ꯭ꯔꯤꯉꯩ
houpane,ꯍꯧꯄꯅꯦ
inaatki,ꯏꯅꯥꯠꯀꯤ
ngangkhareima,ꯉꯥꯡꯈꯔꯩꯃ
kangleipaakki,ꯀꯪꯂꯩꯄꯥꯛꯀꯤ
pureiromba,ꯄꯨꯔꯩꯔꯣꯝꯕ
ngambaa,ꯉꯝꯕꯥ
tabaga,ꯇꯥꯕꯒ
sadoklaba,ꯁꯥꯗꯣꯛꯂꯕ
laatkhi,ꯂꯥꯠꯈꯤ
watpadagi,ꯋꯥꯠꯄꯗꯒꯤ
corporationsing,ꯀꯣꯔꯄꯣꯔꯦꯁꯟꯁꯤꯡ
khou,ꯈꯧ
mathaktaa,ꯃꯊꯛꯇꯥ
ngaakthokpa,ꯉꯥꯛꯊꯣꯛꯄ
watonna,ꯋꯥꯇꯣꯟꯅ
laakkhi,ꯂꯥꯛꯈꯤ
kaplammi,ꯀꯞꯂꯝꯃꯤ
noi,ꯅꯣꯢ
urishagi,ꯎꯔꯤꯁꯥꯒꯤ
yaanaduna,ꯌꯥꯅꯗꯨꯅ
enarammi,ꯏꯅꯔꯝꯃꯤ
thaapalon,ꯊꯥꯄꯂꯣꯟ
happa,ꯍꯥꯞꯄ
fampakta,ꯐꯝꯄꯥꯛꯇ
maonggi,ꯃꯑꯣꯡꯒꯤ
foubagi,ꯐꯧꯕꯒꯤ
salaichaa,ꯁꯂꯥꯢꯆꯥ
nattaraga,ꯅꯇꯔꯒ
herari,ꯍꯦꯔꯔꯤ
meerolda,ꯃꯤꯔꯣꯜꯗ
kabokki,ꯀꯕꯣꯛꯀꯤ
taton,ꯊꯥꯇꯣꯟ
ngouragasu,ꯉꯧꯔꯒꯁꯨ
potlamsing,ꯄꯣꯠꯂꯝꯁꯤꯡ
rulei,ꯔꯨꯂꯩ
sanamahiga,ꯁꯅꯥꯃꯍꯤꯒ
huigi,ꯍꯨꯢꯒꯤ
ministergi,ꯃꯤꯅꯤꯁꯇꯔꯒꯤ
saktaakli,ꯁꯛꯇꯥꯛꯂꯤ
palekar,ꯄꯥꯂꯦꯀꯔ
ingngi,ꯏꯪꯉꯤ
egyptta,ꯏꯖꯤꯞꯇ
shaktam,ꯁꯛꯇꯝ
maongmatou,ꯃꯑꯣꯡꯃꯇꯧ
sageisigi,ꯁꯥꯒꯩꯁꯤꯒꯤ
semjillaga,ꯁꯦꯝꯖꯤꯜꯂꯒ
saraswatini,ꯁꯔꯁ꯭ꯋꯇꯤꯅꯤ
erat,ꯏꯔꯥꯠ
wit,ꯋꯤꯠ
sanaamahi,ꯁꯅꯥꯃꯍꯤ
pangdringeigi,ꯄꯥꯡꯗ꯭ꯔꯤꯉꯩꯒꯤ
ngaaraga,ꯉꯥꯔꯒ
waarasi,ꯋꯥꯔꯁꯤ
lantik,ꯂꯥꯟꯇꯤꯛ
mioibada,ꯃꯤꯑꯣꯢꯕꯗ
giyaa,ꯒꯤꯌꯥ
lanchenduna,ꯂꯥꯟꯆꯦꯟꯗꯨꯅ
paanlamba,ꯄꯥꯟꯂꯝꯕ
tuhaodagi,ꯇꯨꯍꯥꯎꯗꯒꯤ
antalo,ꯑꯟꯇꯂꯣ
nungsa,ꯅꯨꯡꯁꯥ
parashaktigi,ꯄꯔꯥꯁꯛꯇꯤꯒꯤ
wangkhei,ꯋꯥꯡꯈꯩ
chaknaba,ꯆꯥꯛꯅꯕ
mamalia,ꯃꯃꯦꯂꯤꯌꯥ
keipul,ꯀꯩꯄꯨꯜ
vitalik,ꯚꯤꯇꯥꯂꯤꯛ
berkelium,ꯕꯦꯔꯀꯦꯂꯤꯌꯝ
naakalda,ꯅꯥꯀꯜꯗ
touru,ꯇꯧꯔꯨ
waakhalda,ꯋꯥꯈꯜꯗ
ngaklou,ꯉꯥꯛꯂꯧ
jimami,ꯖꯤꯃꯃꯤ
fath,ꯐꯥꯊ
unsaagi,ꯎꯟꯁꯥꯒꯤ
yaribasing,ꯌꯥꯔꯤꯕꯁꯤꯡ
asinachingbasi,ꯑꯁꯤꯅꯆꯤꯡꯕꯁꯤ
yerumgi,ꯌꯦꯔꯨꯝꯒꯤ
laiwaa,ꯂꯥꯢꯋꯥ
lepta,ꯂꯦꯞꯇ
phunggada,ꯐꯨꯡꯒꯥꯗ
singthaapham,ꯁꯤꯡꯊꯥꯐꯝ
nungolgi,ꯅꯨꯡꯑꯣꯜꯒꯤ
khudingmakna,ꯈꯨꯗꯤꯡꯃꯛꯅ
kaokhangba,ꯀꯥꯎꯈꯪꯕ
lepnabasu,ꯂꯦꯞꯅꯕꯁꯨ
sobiyet,ꯁꯣꯕꯤꯌꯦꯠ
sawombung,ꯁꯋꯣꯝꯕꯨꯡ
thoipi,ꯊꯣꯢꯄꯤ
pegasos,ꯄꯦꯒꯥꯁꯣꯁ
firaalda,ꯐꯤꯔꯥꯜꯗ
oibaduni,ꯑꯣꯢꯕꯗꯨꯅꯤ
shamugandaa,ꯁꯃꯨꯒꯟꯗꯥ
ahumdagi,ꯑꯍꯨꯝꯗꯒꯤ
hwangdi,ꯍ꯭ꯋꯥꯡꯗꯤ
thaapalongi,ꯊꯥꯄꯂꯣꯟꯒꯤ
khumnabagi,ꯈꯨꯝꯅꯕꯒꯤ
thousinnapa,ꯊꯧꯁꯤꯟꯅꯄ
leite,ꯂꯩꯇꯦ
leitong,ꯂꯩꯇꯣꯡ
sino,ꯁꯤꯅꯣ
laramidia,ꯂꯔꯃꯤꯗꯤꯌꯥ
mapina,ꯃꯄꯤꯅ
echinodermata,ꯑꯦꯀꯤꯅꯣꯗꯦꯔꯃꯥꯇꯥ
phangpham,ꯐꯪꯐꯝ
nonglum,ꯅꯣꯡꯂꯨꯝ
hunphun,ꯍꯨꯟꯐꯨꯟ
haanana,ꯍꯥꯟꯅꯅ
leida,ꯂꯩꯗ
tayaammi,ꯇꯌꯥꯝꯃꯤ
honnaba,ꯍꯣꯟꯅꯕ
kardiff,ꯀꯥꯔꯗꯤꯐ
taloini,ꯇꯥꯂꯣꯢꯅꯤ
houragaa,ꯍꯧꯔꯒꯥ
mathantaa,ꯃꯊꯟꯇꯥ
irang,ꯏꯔꯥꯡ
chaaknaba,ꯆꯥꯛꯅꯕ
machaalinggi,ꯃꯆꯥꯂꯤꯡꯒꯤ
haodigam,ꯍꯥꯎꯗꯤꯒꯝ
thounichapata,ꯊꯧꯅꯤꯆꯄꯇ
yaaol,ꯌꯥꯑꯣꯜ
waangmagi,ꯋꯥꯡꯃꯒꯤ
laafnaa,ꯂꯥꯐꯅꯥ
ilek,ꯏꯂꯦꯛ
isaiphu,ꯏꯁꯥꯢꯐꯨ
imaidasu,ꯏꯃꯥꯢꯗꯁꯨ
doktarro,ꯗꯣꯛꯇꯔꯔꯣ
paakchaobasi,ꯄꯥꯛꯆꯥꯎꯕꯁꯤ
nupisingni,ꯅꯨꯄꯤꯁꯤꯡꯅꯤ
mariphutaranipan,ꯃꯔꯤꯐꯨꯇꯔꯥꯅꯤꯄꯥꯟ
helloi,ꯍꯦꯜꯂꯣꯢ
lupa,ꯂꯨꯄꯥ
nungshina,ꯅꯨꯡꯁꯤꯅ
yengkhom,ꯌꯦꯡꯈꯣꯝ
fadaba,ꯐꯥꯗꯕ
unnaba,ꯎꯟꯅꯕ
maphamdagina,ꯃꯐꯝꯗꯒꯤꯅ
penissingna,ꯄꯦꯅꯤꯁꯁꯤꯡꯅ
nagaalen,ꯅꯒꯥꯂꯦꯟ
imaidagi,ꯏꯃꯥꯢꯗꯒꯤ
sungnaba,ꯁꯨꯡꯅꯕ
nawaraata,ꯅꯋꯔꯥꯇ
kangga,ꯀꯪꯒ
anida,ꯑꯅꯤꯗ
mingthon,ꯃꯤꯡꯊꯣꯟ
chaminnagani,ꯆꯥꯃꯤꯟꯅꯒꯅꯤ
ahaanbagi,ꯑꯍꯥꯟꯕꯒꯤ
singthaningai,ꯁꯤꯡꯊꯥꯅꯤꯉꯥꯢ
adubuni,ꯑꯗꯨꯕꯨꯅꯤ
thumkhong,ꯊꯨꯝꯈꯣꯡ
semgi,ꯁꯦꯝꯒꯤ
rongmei,ꯔꯣꯡꯃꯩ
lasentel,ꯂꯥꯁꯦꯟꯇꯦꯜ
tefnut,ꯇꯦꯐꯅꯨꯠ
engngi,ꯏꯪꯉꯤ
famthakhi,ꯐꯝꯊꯈꯤ
romangi,ꯔꯣꯃꯥꯟꯒꯤ
paakchaobana,ꯄꯥꯛꯆꯥꯎꯕꯅ
chumithaang,ꯆꯨꯃꯤꯊꯥꯡ
alphabetna,ꯑꯜꯐꯥꯕꯦꯠꯅ
panbasida,ꯄꯥꯟꯕꯁꯤꯗ
nganlingei,ꯉꯟꯂꯤꯉꯩ
nachaanupisingse,ꯅꯆꯥꯅꯨꯄꯤꯁꯤꯡꯁꯦ
chekpal,ꯆꯦꯛꯄꯜ
laina,ꯂꯥꯢꯅ
reliagi,ꯔꯦꯂꯤꯌꯥꯒꯤ
pungki,ꯄꯨꯡꯀꯤ
paangdabana,ꯄꯥꯡꯗꯕꯅ
hordsing,ꯍꯣꯔꯗꯁꯤꯡ
heraa,ꯍꯦꯔꯥ
ngamlibani,ꯉꯝꯂꯤꯕꯅꯤ
lanmeesing,ꯂꯥꯟꯃꯤꯁꯤꯡ
uppa,ꯎꯞꯄ
waathoksing,ꯋꯥꯊꯣꯛꯁꯤꯡ
pathaapsinggi,ꯄꯊꯥꯞꯁꯤꯡꯒꯤ
governmentna,ꯒꯚꯔꯟꯃꯦꯟꯠꯅ
panjari,ꯄꯟꯖꯔꯤ
ritishsingda,ꯔꯤꯇꯤꯁꯁꯤꯡꯗ
thabaa,ꯊꯕꯥ
lamana,ꯂꯃꯅ
phamdengbi,ꯐꯝꯗꯦꯡꯕꯤ
pungsing,ꯄꯨꯡꯁꯤꯡ
khundaminnei,ꯈꯨꯟꯗꯃꯤꯟꯅꯩ
wamikumar,ꯋꯥꯃꯤꯀꯨꯃꯥꯔ
oiba,ꯑꯣꯢꯕ
bhagaawat,ꯚꯒꯥꯋꯠ
keino,ꯀꯩꯅꯣ
narastagi,ꯅꯔꯁꯇꯒꯤ
faajinduna,ꯐꯥꯖꯤꯟꯗꯨꯅ
tvgi,ꯇꯤꯚꯤꯒꯤ
muslimasu,ꯃꯨꯁꯂꯤꯃꯁꯨ
eseigi,ꯏꯁꯩꯒꯤ
saakeina,ꯁꯥꯀꯩꯅ
thoklaki,ꯊꯣꯛꯂꯛꯏ
andorragi,ꯑꯦꯟꯗꯣꯔꯔꯥꯒꯤ
sathek,ꯁꯥꯊꯦꯛ
gopinath,ꯒꯣꯄꯤꯅꯥꯊ
leibaksingda,ꯂꯩꯕꯥꯛꯁꯤꯡꯗ
theitharaklaga,ꯊꯩꯊꯔꯛꯂꯒ
ing,ꯏꯡ
shakkhangda,ꯁꯛꯈꯪꯗ
bennu,ꯕꯦꯟꯅꯨ
ngatu,ꯉꯥꯇꯨ
houjikki,ꯍꯧꯖꯤꯛꯀꯤ
kharaagi,ꯈꯔꯥꯒꯤ
yenglamde,ꯌꯦꯡꯂꯝꯗꯦ
yeklakpa,ꯌꯦꯛꯂꯛꯄ
shungba,ꯁꯨꯡꯕ
taaklibasi,ꯇꯥꯛꯂꯤꯕꯁꯤ
asida,ꯑꯁꯤꯗ
bangor,ꯕꯪꯒꯣꯔ
saagon,ꯁꯥꯒꯣꯟ
narasimhi,ꯅꯔꯁꯤꯝꯍꯤ
thengnagani,ꯊꯦꯡꯅꯒꯅꯤ
miramlendagi,ꯃꯤꯔꯝꯂꯦꯟꯗꯒꯤ
thaballei,ꯊꯥꯕꯜꯂꯩ
waashakchari,ꯋꯥꯁꯛꯆꯔꯤ
laanngamkhiba,ꯂꯥꯟꯉꯝꯈꯤꯕ
fanayaam,ꯐꯅꯌꯥꯝ
nongthakki,ꯅꯣꯡꯊꯛꯀꯤ
leikhot,ꯂꯩꯈꯣꯠ
atuka,ꯑꯇꯨꯀꯥ
chayetnaba,ꯆꯌꯦꯠꯅꯕ
kayarak,ꯀꯌꯥꯔꯛ
historikel,ꯍꯤꯁ꯭ꯇꯣꯔꯤꯀꯦꯜ
potsaksangbu,ꯄꯣꯠꯁꯛꯁꯡꯕꯨ
eyekni,ꯏꯌꯦꯛꯅꯤ
moupwani,ꯃꯧꯄ꯭ꯋꯥꯅꯤ
manungaayamani,ꯃꯅꯨꯉꯥꯌꯃꯅꯤ
leirambadu,ꯂꯩꯔꯝꯕꯗꯨ
lousingkaanglongi,ꯂꯧꯁꯤꯡꯀꯥꯡꯂꯣꯟꯒꯤ
laknakhi,ꯂꯥꯛꯅꯈꯤ
thoibi,ꯊꯣꯢꯕꯤ
yaihipliba,ꯌꯥꯢꯍꯤꯞꯂꯤꯕ
ripurada,ꯔꯤꯄꯨꯔꯥꯗ
yenthoknei,ꯌꯦꯟꯊꯣꯛꯅꯩ
phil,ꯐꯤꯜ
chaakmaangba,ꯆꯥꯛꯃꯥꯡꯕ
sodana,ꯁꯣꯗꯅ
innaa,ꯏꯟꯅꯥ
keyaus,ꯀꯦꯌꯥꯎꯁ
toui,ꯇꯧꯏ
waangthonbi,ꯋꯥꯡꯊꯣꯟꯕꯤ
esaagi,ꯏꯁꯥꯒꯤ
sabagi,ꯁꯥꯕꯒꯤ
thaagatpagi,ꯊꯥꯒꯠꯄꯒꯤ
bermingham,ꯕꯔꯃꯤꯡꯘꯝ
ghou,ꯘꯧ
thoudoksingdi,ꯊꯧꯗꯣꯛꯁꯤꯡꯗꯤ
saafonglakpani,ꯁꯥꯐꯣꯡꯂꯛꯄꯅꯤ
chingthakta,ꯆꯤꯡꯊꯛꯇ
thoklakkani,ꯊꯣꯛꯂꯛꯀꯅꯤ
fongdokhanli,ꯐꯣꯡꯗꯣꯛꯍꯟꯂꯤ
sanapot,ꯁꯥꯅꯄꯣꯠ
soraisam,ꯁꯣꯔꯥꯢꯁꯝ
lairenna,ꯂꯥꯢꯔꯦꯟꯅ
waari,ꯋꯥꯔꯤ
puyasingdagi,ꯄꯨꯌꯥꯁꯤꯡꯗꯒꯤ
leirangna,ꯂꯩꯔꯥꯡꯅ
hakthengnana,ꯍꯥꯛꯊꯦꯡꯅꯅ
laibak,ꯂꯥꯢꯕꯛ
changning,ꯆꯪꯅꯤꯡ
wangma,ꯋꯥꯡꯃ
mahousana,ꯃꯍꯧꯁꯥꯅ
hephaestusna,ꯍꯤꯐꯦꯏꯁꯇꯁꯅ
emoinu,ꯏꯃꯣꯢꯅꯨ
ringeida,ꯔꯤꯉꯩꯗ
hamjillaga,ꯍꯥꯝꯖꯤꯜꯂꯒ
puyaasida,ꯄꯨꯌꯥꯁꯤꯗ
atiyaagi,ꯑꯇꯤꯌꯥꯒꯤ
singthaanaba,ꯁꯤꯡꯊꯥꯅꯕ
sumang,ꯁꯨꯃꯥꯡ
shengna,ꯁꯦꯡꯅ
lupani,ꯂꯨꯄꯅꯤ
masanna,ꯃꯁꯥꯟꯅ
nangtabu,ꯅꯪꯇꯕꯨ
thaanggatpagi,ꯊꯥꯡꯒꯠꯄꯒꯤ
sarang,ꯁꯔꯥꯡ
leipaaksigi,ꯂꯩꯄꯥꯛꯁꯤꯒꯤ
sahadeba,ꯁꯍꯗꯦꯕ
waak,ꯋꯥꯛ
laanglen,ꯂꯥꯡꯂꯦꯟ
konna,ꯀꯣꯟꯅ
thoujal,ꯊꯧꯖꯥꯜ
laktagi,ꯂꯛꯇꯒꯤ
chaokhatpa,ꯆꯥꯎꯈꯠꯄ
tongaanna,ꯇꯣꯉꯥꯟꯅ
ikhengna,ꯏꯈꯦꯡꯅ
saafonghankhibi,ꯁꯥꯐꯣꯡꯍꯟꯈꯤꯕꯤ
yourunabani,ꯌꯧꯔꯨꯅꯕꯅꯤ
itaa,ꯏꯇꯥ
mangdanaba,ꯃꯥꯡꯗꯅꯕ
waimakariri,ꯋꯥꯢꯃꯥꯀꯥꯔꯤꯔꯤ
iliumgi,ꯏꯂꯤꯌꯝꯒꯤ
mangasuba,ꯃꯉꯥꯁꯨꯕ
chamamnagalli,ꯆꯃꯝꯅꯒꯜꯂꯤ
nupasinggi,ꯅꯨꯄꯥꯁꯤꯡꯒꯤ
leitaaramba,ꯂꯩꯇꯥꯔꯝꯕ
maangba,ꯃꯥꯡꯕ
selni,ꯁꯦꯜꯅꯤ
angola,ꯑꯟꯒꯣꯂꯥ
ashingba,ꯑꯁꯤꯡꯕ
asaduda,ꯑꯁꯥꯗꯨꯗ
tonaaba,ꯇꯣꯅꯥꯕ
kaarakta,ꯀꯥꯔꯛꯇ
nonglik,ꯅꯣꯡꯂꯤꯛ
tongaantongaanba,ꯇꯣꯉꯥꯟꯇꯣꯉꯥꯟꯕ
paandawa,ꯄꯥꯟꯗꯋ
mamabu,ꯃꯃꯥꯕꯨ
manaina,ꯃꯅꯥꯢꯅ
sillup,ꯁꯤꯜꯂꯨꯞ
asteriya,ꯑꯁꯇꯦꯔꯤꯌꯥ
lamdamduda,ꯂꯝꯗꯝꯗꯨꯗ
phaoba,ꯐꯥꯎꯕ
tukthaba,ꯇꯨꯛꯊꯕ
ngaktuna,ꯉꯥꯛꯇꯨꯅ
kangbalon,ꯀꯥꯡꯕꯂꯣꯟ
chaakshanggi,ꯆꯥꯛꯁꯪꯒꯤ
thangbadana,ꯊꯪꯕꯗꯅ
nongshagi,ꯅꯣꯡꯁꯥꯒꯤ
saharada,ꯁꯍꯥꯔꯥꯗ
iwaang,ꯏꯋꯥꯡ
ngaraga,ꯉꯥꯔꯒ
kaangsi,ꯀꯥꯡꯁꯤ
armi,ꯑꯥꯔꯃꯤ
potchang,ꯄꯣꯠꯆꯪ
giving,ꯒꯤꯚꯤꯡ
sangnaa,ꯁꯪꯅꯥ
unitni,ꯌꯨꯅꯤꯠꯅꯤ
pannung,ꯄꯟꯅꯨꯡ
pundrabasu,ꯄꯨꯟꯗ꯭ꯔꯕꯁꯨ
ligi,ꯂꯤꯒꯤ
thoklakkhi,ꯊꯣꯛꯂꯛꯈꯤ
mashaada,ꯃꯁꯥꯗ
ningsinghalli,ꯅꯤꯡꯁꯤꯡꯍꯜꯂꯤ
saktam,ꯁꯛꯇꯝ
codesing,ꯀꯣꯗꯁꯤꯡ
yansinraga,ꯌꯥꯟꯁꯤꯟꯔꯒ
gallendana,ꯒꯜꯂꯦꯟꯗꯅ
lambisu,ꯂꯝꯕꯤꯁꯨ
khonjelna,ꯈꯣꯟꯖꯦꯜꯅ
manghankhibani,ꯃꯥꯡꯍꯟꯈꯤꯕꯅꯤ
thoklakpada,ꯊꯣꯛꯂꯛꯄꯗ
kangbugi,ꯀꯥꯡꯕꯨꯒꯤ
laanglongi,ꯂꯥꯡꯂꯣꯟꯒꯤ
kaannadaba,ꯀꯥꯟꯅꯗꯕ
panduna,ꯄꯟꯗꯨꯅ
waarengsing,ꯋꯥꯔꯦꯡꯁꯤꯡ
gorgon,ꯒꯣꯔꯒꯣꯟ
wanakhibagi,ꯌꯥꯅꯈꯤꯕꯒꯤ
pondringeida,ꯄꯣꯟꯗ꯭ꯔꯤꯉꯩꯗ
phatiguli,ꯐꯇꯤꯒꯨꯂꯤ
thumhi,ꯊꯨꯝꯍꯤ
saarapha,ꯁꯥꯔꯐ
saatkairakpagi,ꯁꯥꯠꯀꯥꯢꯔꯛꯄꯒꯤ
kouye,ꯀꯧꯌꯦ
wakhallonsida,ꯋꯥꯈꯜꯂꯣꯟꯁꯤꯗ
lousingkharaba,ꯂꯧꯁꯤꯟꯈꯔꯕ
thibasi,ꯊꯤꯕꯁꯤ
taabaga,ꯇꯥꯕꯒ
maphamasidani,ꯃꯐꯃꯁꯤꯗꯅꯤ
iseida,ꯏꯁꯩꯗ
lourakpani,ꯂꯧꯔꯛꯄꯅꯤ
jalaal,ꯖꯂꯥꯜ
khuthangdagi,ꯈꯨꯊꯥꯡꯗꯒꯤ
unaba,ꯎꯅꯕ
awadasu,ꯑꯋꯥꯗꯁꯨ
mayaamsi,ꯃꯌꯥꯝꯁꯤ
eyuropgi,ꯏꯌꯨꯔꯣꯞꯒꯤ
khunou,ꯈꯨꯅꯧ
machaasingna,ꯃꯆꯥꯁꯤꯡꯅ
yendem,ꯌꯦꯟꯗꯦꯝ
thanaduna,ꯊꯥꯅꯗꯨꯅ
ahumsuba,ꯑꯍꯨꯝꯁꯨꯕ
kamthari,ꯀꯥꯝꯊꯔꯤ
niuka,ꯅꯤꯎꯀ
digital,ꯗꯤꯖꯤꯇꯦꯜ
minokka,ꯃꯤꯅꯣꯛꯀ
sanaahidaakki,ꯁꯅꯥꯍꯤꯗꯥꯛꯀꯤ
sottharaba,ꯁꯣꯠꯊꯔꯕ
pumkaangnale,ꯄꯨꯝꯀꯥꯡꯅꯂꯦ
shumshum,ꯁꯨꯝꯁꯨꯝ
thabakta,ꯊꯕꯛꯇ
miyama,ꯃꯤꯌꯥꯃ
yamlaba,ꯌꯥꯝꯂꯕ
yaoba,ꯌꯥꯎꯕ
leihouri,ꯂꯩꯍꯧꯔꯤ
thiyaam,ꯊꯤꯌꯥꯝ
ramaputa,ꯔꯥꯃꯄꯨꯇ
imentet,ꯏꯃꯦꯟꯇꯦꯠ
lambuba,ꯂꯝꯕꯨꯕ
amane,ꯑꯃꯅꯦ
mukna,ꯃꯨꯛꯅ
necharel,ꯅꯦꯆꯔꯦꯜ
kaangchei,ꯀꯥꯡꯆꯩ
piribaa,ꯄꯤꯔꯤꯕꯥ
greecepu,ꯒ꯭ꯔꯤꯁꯄꯨ
puthoklammi,ꯄꯨꯊꯣꯛꯂꯝꯃꯤ
thajare,ꯊꯥꯖꯔꯦ
artina,ꯑꯥꯔꯇꯤꯅꯥ
kaangbuda,ꯀꯥꯡꯕꯨꯗ
khepa,ꯈꯦꯄ
saklon,ꯁꯛꯂꯣꯟ
febaruary,ꯐꯦꯕꯔꯨꯋꯥꯔꯤ
mithoi,ꯃꯤꯊꯣꯢ
thenglabada,ꯊꯦꯡꯂꯕꯗ
ngamlamde,ꯉꯝꯂꯝꯗꯦ
lammit,ꯂꯝꯃꯤꯠ
yarammi,ꯌꯥꯔꯝꯃꯤ
sinshangsingda,ꯁꯤꯟꯁꯪꯁꯤꯡꯗ
thamlammi,ꯊꯝꯂꯝꯃꯤ
leitaadabagi,ꯂꯩꯇꯥꯗꯕꯒꯤ
longi,ꯂꯣꯟꯒꯤ
faoraga,ꯐꯥꯎꯔꯒ
taoba,ꯇꯥꯎꯕ
tayammi,ꯇꯌꯥꯝꯃꯤ
hiraamoti,ꯍꯤꯔꯥꯃꯣꯇꯤ
ningsilhalli,ꯅꯤꯡꯁꯤꯡꯍꯜꯂꯤ
lelantos,ꯂꯦꯂꯥꯟꯇꯣꯁ
yuniyanda,ꯌꯨꯅꯤꯌꯟꯗ
iteimaga,ꯏꯇꯩꯃꯒ
waangulonbu,ꯋꯥꯡꯎꯂꯣꯟꯕꯨ
seirengsigi,ꯁꯩꯔꯦꯡꯁꯤꯒꯤ
