uthithanti,ଉଠିଥାଆନ୍ତି
ijahananka,ଇଜହାନଙ୍କ
jorahataru,ଜୋରହଟରୁ
mediation,ମିଡିଏସନ୍
jenuine,ଜେନୁଇନ୍
chandkar,ଚନ୍ଦକାର
pramanaru,ପ୍ରମାଣରୁ
patibadana,ପତିବାଦନ
bandhubula,ବନ୍ଧୁବୁଲା
dirghadeha,ଦୀର୍ଘଦେହ
linkatharu,ଲିଙ୍କଠାରୁ
aashrayasthalagudikare,ଆଶ୍ରୟସ୍ଥଳଗୁଡିକରେ
ramna,ରାମନା
bandatharu,ବନ୍ଦଠାରୁ
prashansamane,ପ୍ରଶଂସମାନେ
madhyajugaru,ମଧ୍ୟଯୁଗରୁ
monalisanku,ମୋନାଲିସାଙ୍କୁ
fursat,ଫୁରସତ୍
bhumibrutti,ଭୂମିବୃତ୍ତି
preto,ପ୍ରେଟୋ
harbenku,ହାର୍ବେଙ୍କୁ
lembupanire,ଲେମ୍ବୁପାଣିରେ
gurbandana,ଗୁରୁବନ୍ଦନା
jhuruchhanti,ଝୁରୁଛନ୍ତି
byastata,ବ୍ୟସ୍ତତା
chalurahithile,ଚାଲୁରହିଥିଲେ
solihim,ସୋଲିହିମ୍
pabitrasthana,ପବିତ୍ରସ୍ଥାନ
kirttanare,କୀର୍ତ୍ତନରେ
parasparabirodhi,ପରସ୍ପରବିରୋଧୀ
agraniru,ଅଗ୍ରଣୀରୁ
indumathi,ଇନ୍ଦୁମତି
arnapurna,ଅର୍ଣ୍ଣପୂର୍ଣ୍ଣ
affiliation,ଆଫିଲିଏସନ
miyankara,ମିୟାଙ୍କର
avl,ଏଭିଏଲ
thunkithile,ଠୁଙ୍କିଥିଲେ
jalijaithiba,ଜଳିଯାଇଥିବା
bijepurabasi,ବିଜେପୁରବାସୀ
kumutilpeta,କୁମୁଟିଲପେଟା
palurakrushnaprasada,ପାଲୁରକୃଷ୍ଣପ୍ରସାଦ
pathaunahin,ପଠାଉନାହିଁ
tripathinku,ତ୍ରିପାଠିଙ୍କୁ
loknath,ଲୋକନାଥ
sunkire,ସୁଙ୍କିରେ
batire,ବତିରେ
kinithanti,କିଣିଥାନ୍ତି
mamita,ମାମିତା
kashiguda,କାଶୀଗୁଡା
angarakhyaka,ଅଙ୍ଗରକ୍ଷକ
goppuri,ଗୋପପୁରୀ
rupinderpal,ରୁପିନ୍ଦରପାଲ୍
dhabikanku,ଧାବିକାଙ୍କୁ
byapa,ବ୍ୟାପ
libhajainathanta,ଲିଭାଯାଇନଥାନ୍ତା
meherban,ମେହେରବାନ
judgecourter,ଜଜକୋର୍ଟର
pindhajauchhi,ପିନ୍ଧାଯାଉଛି
kridapradarshana,କ୍ରୀଡାପ୍ରଦର୍ଶନ
guleda,ଗୁଲେଦ
paigalu,ପାଇଗଲୁ
srabanajanta,ଶ୍ରବଣଯନ୍ତ
kangara,କାଙ୍ଗର
ashaleena,ଆଶାଳୀନ
andolanakarinkara,ଆନ୍ଦୋଳନକାରୀଙ୍କର
hemprom,ହେମ୍ପ୍ରମ୍
bikramankara,ବିକ୍ରମଙ୍କର
rokaku,ରୋକକୁ
ethakaara,ଏଠକାର
corrider,କରିଡର
asalagna,ଅସଲଗ୍ନ
kabitathu,କବିତାଠୁ
tipisi,ଟିପିସି
durgathare,ଦୁର୍ଗଠାରେ
brudhabyaktinka,ବୃଦ୍ଧବ୍ୟକ୍ତିଙ୍କ
doorbell,ଡୋରବେଲ
flagship,ଫ୍ଲାଗଶିପ୍
munduli,ମୁଣ୍ଡୁଳୀ
lovestation,ଲଭଷ୍ଟେସନ୍
mirinda,ମିରିଣ୍ଡା
belatare,ବେଲଟରେ
kustharogeemananka,କୁଷ୍ଠରୋଗୀମାନଙ୍କ
isbt,ଆଇଏସବିଟି
charusmita,ଚାରୁସ୍ମିତା
pathaparshwa,ପଥପାର୍ଶ୍ୱ
mishibatharu,ମିଶିବାଠାରୁ
paisari,ପାଇସାରି
pella,ପେଲା
lekamanankara,ଲେକମାନଙ୍କର
kebipire,କେବିପିରେ
adakhanda,ଅଦାଖଣ୍ଡ
kukur,କୁକୁର୍
kasturapadara,କସ୍ତୁରାପଦର
gepha,ଗେଫା
shreedebeenkara,ଶ୍ରୀଦେବୀଙ୍କର
pitrupurusha,ପିତୃପୁରୁଷ
obharu,ଓଭରୁ
rajyamantri,ରାଜ୍ୟମନ୍ତ୍ରୀ
dekhainathae,ଦେଖାଇନଥାଏ
pindhithibara,ପିନ୍ଧିଥିବାର
chhadila,ଛାଡ଼ିଲ
kramabardhishna,କ୍ରମବର୍ଦ୍ଧିଷ୍ଣ
mangulura,ମଙ୍ଗୁଳୁର
kendinka,କେନ୍ଦିଙ୍କ
nuapadathare,ନୂଆପଡାଠାରେ
drayaratire,ଡ୍ରୟରଟିରେ
ajamaira,ଅଜମୈର
garimapurna,ଗରିମାପୂର୍ଣ୍ଣ
celphytis,ସେଲ୍ଫାଇଟିସ୍
nutrient,ନ୍ୟୁଟ୍ରିଏଣ୍ଟ
muhinla,ମୁହିଁଲା
bhusidela,ଭୁସିଦେଲା
shankhachinhaku,ଶଙ୍ଖଚିହ୍ନକୁ
nolajire,ନୋଲଜିରେ
jackichen,ଜ୍ୟାକିଚେନ୍
manuela,ମାନୁଏଲା
chhapamari,ଛାପାମାରି
dileepankara,ଦିଲୀପଙ୍କର
noranka,ନୋରାଙ୍କ
purushati,ପୁରୁଷଟି
rashtrapathi,ରାଷ୍ଟ୍ରପତି
drambay,ଡ୍ରାମ୍ବେ
datawinder,ଡାଟାୱିଣ୍ଡର
chhatrachhatrimane,ଛାତ୍ରଛାତ୍ରିମାନେ
adhira,ଅଧିରା
penthakataru,ପେଣ୍ଠକଟାରୁ
dosajha,ଦୋସାଝା
ghiyare,ଘିୟରେ
tahiruddin,ତାହିରୁଦ୍ଦିନ
arps,ଆର୍ପିଏସ
bhangibani,ଭାଙ୍ଗିବାନି
tinath,ତିନାଥ
rokithae,ରୋକିଥାଏ
milaidela,ମିଳାଇଦେଲା
koliari,କୋଲିଆରି
tenor,ଟେନର୍
nikosiaare,ନିକୋସିଆରେ
bahipare,ବହିପାରେ
dhanusankranti,ଧନୁସଂକ୍ରାନ୍ତି
bartijaichhanti,ବର୍ତିଯାଇଛନ୍ତି
nijibaru,ନିଯିବାରୁ
chinhatapain,ଚିହ୍ନଟପାଇଁ
dharmanirapekhyatabadi,ଧର୍ମନିରପେକ୍ଷତାବାଦୀ
sushil,ସୁଶିଲ
celebetri,ସେଲିବିଟ୍ରି
krayakarajiba,କ୍ରୟକରାଯିବ
kanyapakhyanka,କନ୍ୟାପକ୍ଷଙ୍କ
caledonia,କେଲେଡୋନିଆ
pasto,ପାସ୍ତୋ
sikunka,ସିକୁଙ୍କ
litananka,ଲିଟନଙ୍କ
hatakada,ହାତକଡ଼ା
dhooriaaparare,ଧୂରିଆପରରେ
nirikhi,ନିରିଖି
tarei,ତରେଇ
lambodara,ଲମ୍ବୋଦର
bhaskarjya,ଭାସ୍କର୍ଯ୍ୟ
kantheenka,କଣ୍ଠୀଙ୍କ
tangajaithiba,ଟଙ୍ଗାଯାଇଥିବା
gandhaku,ଗନ୍ଧକୁ
raghubanshi,ରଘୁବଂଶୀ
bhurianka,ଭୂରିଆଙ୍କ
sehidalara,ସେହିଦଳର
jangulu,ଜାଙ୍ଗୁଲୁ
cheteithili,ଚେତେଇଥିଲି
shujhaila,ଶୁଝାଇଲା
rubiranka,ରୁବିରଙ୍କ
jibanakusuma,ଜୀବନକୁସୁମ
kramnar,କ୍ରମଣର
lampsmanankara,ଲ୍ୟାମ୍ପସମାନଙ୍କର
jugalabandeenka,ଯୁଗଳବନ୍ଦୀଙ୍କ
bastobasta,ବସ୍ତୋବସ୍ତ
trelaru,ଟ୍ରେଲରୁ
prajamangala,ପ୍ରଜାମଙ୍ଗଳ
basagharu,ବସାଘରୁ
geston,ଗେଷ୍ଟନ
anusaddhana,ଅନୁସଦ୍ଧାନ
saurata,ସୌରାତ
neiparuchhi,ନେଇପାରୁଛି
gestone,ଗେଷ୍ଟୋନ୍
gumudasetura,ଗୁମୁଡାସେତୁର
alankarati,ଅଳଙ୍କାରଟି
rikapuli,ରିକାପୁଲି
nirbhayanka,ନିର୍ଭାୟଙ୍କ
nirbharasheelata,ନିର୍ଭରଶୀଲତା
sansadmarg,ସଂସଦମାର୍ଗ
sadasyabishista,ସଦସ୍ୟବିଶିଷ୍ଟ
deharauthila,ଦେହରାଉଥିଲା
dhirikuti,ଧିରିକୁଟି
harakatare,ହରକତରେ
nirdhashare,ନିର୍ଦ୍ଦଶରେ
khautinkara,ଖାଉଟିଙ୍କର
sthaneeyastarare,ସ୍ଥାନୀୟସ୍ତରରେ
dimbiri,ଡିମ୍ବିରି
ashramaskulara,ଆଶ୍ରମସ୍କୁଲର
santanaganara,ସନ୍ତାନଗଣର
dishijauthile,ଦିଶିଯାଉଥିଲେ
chaliasithae,ଚାଲିଆସିଥାଏ
hrms,ଏଚଆରଏମଏସ
sumore,ସୁମୋରେ
yuchikago,ୟୁଚିକାଗୋ
somanathare,ସୋମନାଥରେ
recruitment,ରିକ୍ରୁଟମେଣ୍ଟ
janaicha,ଜଣାଇଛ
dinikiatharu,ଦିନିକିଆଠାରୁ
prabasajatra,ପ୍ରବାସଯାତ୍ରା
bhinnabhabe,ଭିନ୍ନଭାବେ
bhakensi,ଭାକେନ୍ସି
manajae,ମନାଯାଏ
pranatyagara,ପ୍ରାଣତ୍ୟାଗର
chandrajatra,ଚନ୍ଦ୍ରଯାତ୍ରା
palekelere,ପାଲେକେଲେରେ
hrudakriya,ହୃଦକ୍ରିୟା
makalu,ମକାଲୁ
bhyataru,ଭ୍ୟାଟରୁ
kesurao,କେସୁରାଓ
sahrudayataru,ସହୃଦୟତାରୁ
kukuranku,କୁକୁରଙ୍କୁ
rangamatigudathare,ରଙ୍ଗମାଟିଗୁଡାଠାରେ
durghatatana,ଦୁର୍ଘଟଟଣା
residencial,ରେସିଡେନସିଆଲ୍
bekanka,ବେକଙ୍କ
kasabe,କସବେ
bishleshakamane,ବିଶ୍ଲେଷକମାନେ
prabhushibanka,ପ୍ରଭୁଶିବଙ୍କ
hitaisheemananka,ହିତୈଷୀମାନଙ୍କ
gadhithanti,ଗଢିଥାନ୍ତି
dharirakhe,ଧରିରଖେ
jodithile,ଯୋଡ଼ିଥିଲେ
texician,ଟେକ୍ସିସିଆନ
bhidipi,ଭିଡିପି
bhumipujare,ଭୂମିପୂଜାରେ
sarbekhyara,ସର୍ବେକ୍ଷର
haladipahani,ହଳଦିପହଣି
krishnamoorthy,କୃଷ୍ଣମୂର୍ତ୍ତି
sanandapatra,ସନନ୍ଦପତ୍ର
sambhali,ସମ୍ଭାଲି
magahi,ମାଗାହି
antaraya,ଅନ୍ତରାୟ
siddharamaiyanku,ସିଦ୍ଧାରମୈୟାଙ୍କୁ
nanaprashna,ନାନାପ୍ରଶ୍ନ
nakapudaru,ନାକପୁଡ଼ାରୁ
pratidwandeenka,ପ୍ରତିଦ୍ବନ୍ଦୀଙ୍କ
raktahinataku,ରକ୍ତହୀନତାକୁ
aabruta,ଆବୃତ
hemanku,ହେମଙ୍କୁ
rickle,ରିକଲ
garuma,ଗରୁମା
sahibanka,ସାହିବାଙ୍କ
ijaithila,ଇଯାଇଥିଲା
prachestaru,ପ୍ରଚେଷ୍ଟାରୁ
panchayatastarare,ପଞ୍ଚାୟତସ୍ତରରେ
neson,ନେସନ୍
khyamatasheena,କ୍ଷମତାଶୀନ
antarjyatika,ଆନ୍ତର୍ଜ୍ୟାତିକ
rihanaku,ରିହାନକୁ
janapadibani,ଜଣାପଡିବନି
seyfard,ସେଫାର୍ଡ
pampore,ପମ୍ପୋର
draftsmen,ଡ୍ରାଫ୍ଟ୍ସମ୍ୟାନ
mahakhandaru,ମହଖଣ୍ଡରୁ
aadak,ଆଦକ୍
britanica,ବ୍ରିଟାନିକା
krishneya,କ୍ରିଷ୍ଣେୟା
surdha,ସୁର୍ଦ୍ଧା
shikhuchhanti,ଶିଖୁଛନ୍ତି
haraisarithila,ହରାଇସାରିଥିଲା
labhabi,ଲାଭବି
ghuribuluthila,ଘୁରିବୁଲୁଥିଲା
ukundara,ଉକୁନ୍ଦରା
interpretation,ଇଣ୍ଟରପ୍ରିଟେସନ୍
judoca,ଜୁଡୋକା
kehno,କେହନୋ
bhaitie,ଭାଇଟିଏ
gangudikare,ଗାଁଗୁଡିକରେ
prajukti,ପ୍ରଯୁକ୍ତିି
pimananka,ପିମାନଙ୍କ
tahankathare,ତାହାଙ୍କଠାରେ
tumsapalli,ତୁମସାପାଲ୍ଲି
padajatrara,ପଦଯାତ୍ରାର
asthanatie,ଆସ୍ଥାନଟିଏ
shrunkhalakamiti,ଶୃଙ୍ଖଳାକମିଟି
gatayata,ଗତାୟତ
bhaban,ଭବନ
guria,ଗୁରିଆ
nihalprasad,ନିହଲପ୍ରସାଦ
officersor,ଅଫିସର୍ସର
ghoshakabhabe,ଘୋଷକଭାବେ
funtel,ଫଣ୍ଟେଲ୍
bitari,ବିତରି
centralare,ସେଣ୍ଟ୍ରାଲରେ
torani,ତୋରାଣୀ
anusooticha,ଅନୁସୂତିଚ
rawalpindiku,ରାୱଲପିଣ୍ଡିକୁ
elik,ଏଲିକ୍
sinhji,ସିଂଜି
rahyl,ରାହୁଲ
sishubhai,ଶିଶୁଭାଇ
nemapletare,ନେମପ୍ଲେଟରେ
badasingarire,ବଡ଼ସିଙ୍ଗାରିରେ
rahunathibaru,ରହୁନଥିବାରୁ
parjyabekhyakamananka,ପର୍ଯ୍ୟବେକ୍ଷକମାନଙ୍କ
phingarare,ଫିଙ୍ଗରରେ
pmksy,ପିଏମକେଏସୱାଇ
pathikamananka,ପାଠିକାମାନଙ୍କ
kaumiyo,କୌମିୟୋ
tembin,ଟେମ୍ବିନ୍
jenelianka,ଜେନେଲିଆଙ୍କ
libaku,ଲିବାକୁ
lendosthita,ଲେଣ୍ଡୋସ୍ଥିତ
akur,ଅକୁର
dipteshunku,ଦିପ୍ତେଶୁଙ୍କୁ
kenath,କେନାଥ
trofline,ଟ୍ରଫ୍ଲାଇନ୍
khararu,ଖରାରୁ
pacharita,ପଚାରିତ
historical,ହିଷ୍ଟୋରିକାଲ୍
huetah,ହୁଏତଃ
singurathare,ସିଙ୍ଗୁରଠାରେ
pahanthile,ପହଁଥିଲେ
kathashilpi,କଥାଶିଳ୍ପୀ
dhanabarsha,ଧନବର୍ଷା
prabina,ପ୍ରବିନ
bishashagya,ବିଶଷଜ୍ଞ
pradheekarana,ପ୍ରାଧୀକରଣ
kostharogi,କୋଷ୍ଠରୋଗୀ
belsar,ବେଲ୍ସର
bhandaraghare,ଭଣ୍ଡାରଘରେ
photare,ଫୋଟରେ
paharare,ପହରରେ
wido,ୱିଡୋ
olhainti,ଓହ୍ଲାଇନ୍ତି
renound,ରିନାଉଣ୍ଡ
patanaguda,ପାଟଣାଗୁଡା
sudarsanankara,ସୁଦର୍ଶନଙ୍କର
parjyanukrame,ପର୍ଯ୍ୟାନୁକ୍ରମେ
rohidasanku,ରୋହିଦାସଙ୍କୁ
brarimarg,ବ୍ରାରିମାର୍ଗ
rojitha,ରୋଜିତା
rampal,ରାମପାଲ୍
bhabipariba,ଭାବିପାରିବ
tikochire,ଟିକୋଚିରେ
dhelapathara,ଢେଲାପଥର
kriketeeya,କ୍ରିକେଟୀୟ
prashnaprata,ପ୍ରଶ୍ନପ୍ରତ
katarare,କଟରାରେ
exert,ଏକ୍ସର୍ଟ
surendrananka,ସୁରେନ୍ଦ୍ରନଙ୍କ
thamasanku,ଥମାସଙ୍କୁ
punamanku,ପୁନମଙ୍କୁ
margadarshakara,ମାର୍ଗଦର୍ଶକର
rupasoundarjyara,ରୂପସୌନ୍ଦର୍ଯ୍ୟର
kautoohaloddeepaka,କୌତୂହଳୋଦ୍ଦୀପକ
marb,ମାର୍ବ
bicharapatibhabe,ବିଚାରପତିଭାବେ
pibhike,ପିଭିକେ
patanekaranku,ପାଟନେକରଙ୍କୁ
bhradraba,ଭ୍ରାଦ୍ରବ
tadantadheena,ତଦନ୍ତାଧୀନ
bandhichhi,ବନ୍ଧିଛି
pauthibabele,ପାଉଥିବାବେଳେ
auditioner,ଅଡିଶନର
kiparaku,କିପରକୁ
pricere,ପ୍ରାଇସରେ
magachhanti,ମାଗଛନ୍ତି
udbhasa,ଉଦ୍ଭାସ
karinankara,କରିନାଙ୍କର
barminghamara,ବର୍ମିଂହାମର
chedder,ଚେଡର
micture,ମିକ୍ଚର
simanchalanka,ସିମାଞ୍ଚଳଙ୍କ
dakhinatya,ଦକ୍ଷିଣାତ୍ୟ
abikashita,ଅବିକଶିତ
tubihuda,ଟୁବିହୁଡା
saroja,ସରୋଜ
nijabhagara,ନିଜଭାଗର
heunathanta,ହେଉନଥାନ୍ତା
trelare,ଟ୍ରେଲରେ
sunilankatharu,ସୁନିଲଙ୍କଠାରୁ
bhikkinku,ଭିକ୍କିଙ୍କୁ
niyutare,ନିୟୁତରେ
bedaparayan,ବେଦପାରାୟଣ
dustacharana,ଦୁଷ୍ଟାଚରଣ
maitura,ମୈତୁର
khalakhamare,ଖାଲଖାମାରେ
mosaddek,ମୋସାଦେକ
tankathila,ଟଙ୍କାଥିଲା
pistalare,ପିସ୍ତଳରେ
agastyankara,ଅଗସ୍ତ୍ୟଙ୍କର
chhidahoithiba,ଛିଡାହୋଇଥିବା
anjirare,ଅଞ୍ଜିରରେ
shikheibu,ଶିଖେଇବୁ
daudia,ଦଉଡ଼ିଆ
arakulare,ଅରକୁଳରେ
aadaminastresanare,ଆଡମିନଷ୍ଟ୍ରେସନରେ
bihararu,ବିହାରରୁ
antahbasa,ଅନ୍ତଃବାସ
adhyayaku,ଅଧ୍ୟାୟକୁ
ahankararu,ଅହଙ୍କାରରୁ
purbanujayi,ପୂର୍ବାନୁଯାୟୀ
marigale,ମାରିଗଲେ
pallisabha,ପଲ୍ଲିସଭା
kastadayaka,କଷ୍ଟଦାୟକ
bars,ବାର୍ସ
maimul,ମଇମୁଲ
marisarithile,ମାରିସାରିଥିଲେ
cripps,କ୍ରିପସ୍
baristhata,ବରିଷ୍ଠତା
adoreson,ଆଡୋରେସନ୍
dhamakajauthiba,ଧମକାଯାଉଥିବା
chaulathali,ଚାଉଳଥଳି
gastin,ଗ୍ୟାଷ୍ଟିନ୍
khatibani,ଖଟିବନି
floraku,ଫ୍ଲୋରକୁ
mandasahi,ମଣ୍ଡାସାହି
karaheuthila,କରାହେଉଥିଲା
castronka,କାଷ୍ଟ୍ରୋଙ୍କ
oyesis,ଓୟେସିସ୍
kimbho,କିମ୍ଭୋ
rahue,ରାହୁଏ
gaurabadeepta,ଗୌରବଦୀପ୍ତ
surathachandra,ସୁରଥଚନ୍ଦ୍ର
hemanka,ହେମାଙ୍କ
chhadibapain,ଛାଡ଼ିବାପାଇଁ
gumurilani,ଗୁମୁରିଲାଣି
saptarshinkara,ସପ୍ତର୍ଷିଙ୍କର
sarideithae,ସାରିଦେଇଥାଏ
falsare,ଫଲ୍ସରେ
bangopasaga,ବଙ୍ଗୋପସାଗ
trijugeenarayana,ତ୍ରିଯୁଗୀନାରାୟଣ
gruhamantralayaru,ଗୃହମନ୍ତ୍ରାଳୟରୁ
kiriparibeni,କିରିପାରିବେନି
ambati,ଅମ୍ବାତି
kehita,କେହିତ
adimatara,ଆଦିମତାର
durham,ଡରହାମ୍
dhaudia,ଧାଉଡିଆ
hoiskul,ହୋଇସ୍କୁଲ
nabajatakanku,ନବଜାତକଙ୍କୁ
tadinele,ତାଡ଼ିନେଲେ
pranira,ପ୍ରାଣୀର
guraya,ଗୁରୟା
rahibasthana,ରହିବାସ୍ଥାନ
sanghatanara,ସଂଘଟନର
jamtada,ଜାମତାଡା
etharaka,ଏଥରକ
karamapadar,କରମାପଦର
mishigala,ମିଶିଗଲା
sporst,ସ୍ପୋର୍ଷ୍ଟ
sekreterinka,ସେକ୍ରେଟେରିଙ୍କ
aammineenka,ଆମ୍ମିନୀଙ୍କ
kubhasha,କୁଭାଷା
ratriku,ରାତ୍ରିକୁ
sadagurunkara,ସଦଗୁରୁଙ୍କର
pratyekhyadarshinka,ପ୍ରତ୍ୟେକ୍ଷଦର୍ଶିଙ୍କ
prabhabe,ପ୍ରଭାବେ
padijai,ପଡିଯାଇ
rangaswameenku,ରଙ୍ଗସ୍ୱାମୀଙ୍କୁ
kodingku,କୋଡିଂକୁ
circuits,ସର୍କିଟ୍ସ୍
nrushansa,ନୃଶଂସା
prasangamananka,ପ୍ରସଙ୍ଗମାନଙ୍କ
mandasurare,ମନ୍ଦସୁରରେ
janaunathile,ଜଣାଉନଥିଲେ
garbi,ଗର୍ବି
krushnapurare,କୃଷ୍ଣପୁରରେ
rashmiranjanka,ରଶ୍ମିରଞ୍ଜନଙ୍କ
chinkinka,ଚିଙ୍କିଙ୍କ
surakhyabyabasthaku,ସୁରକ୍ଷାବ୍ୟବସ୍ଥାକୁ
bhanajeenka,ଭାଣଜୀଙ୍କ
kapilankara,କପିଳଙ୍କର
jakeikala,ଜକେଇକଳା
bidyutajihwa,ବିଦ୍ୟୁତଜିହ୍ବ
andagudiku,ଅଣ୍ଡାଗୁଡ଼ିକୁ
malisiripura,ମାଳିସିରିପୁର
nibheuchi,ନିଭେଉଛି
miluchhije,ମିଳୁଛିଯେ
sammakh,ସମ୍ମଖ
kahiparila,କହିପାରିଲା
bidyalayaparisarare,ବିଦ୍ୟାଳୟପରିସରରେ
franceru,ଫ୍ରାନ୍ସରୁ
banabadi,ବନାବାଡି
upsp,ୟୁପିଏସପି
kantabanji,କଣ୍ଟାବଞ୍ଜି
randhir,ରଣଧୀର
bhangunathiba,ଭାଙ୍ଗୁନଥିବା
danire,ଦାନିରେ
breakoff,ବ୍ରେକଅଫ୍
duidesh,ଦୁଇଦେଶ
baidyaku,ବୈଦ୍ୟକୁ
atakaidebe,ଅଟକାଇଦେବେ
chhatravivabaka,ଛାତ୍ରାଭିଭାବକ
bharmi,ଭର୍ମି
yamana,ୟମନ
tulainapariba,ତୁଲାଇନପାରିବା
ellysony,ଏଲିସନୀ
rcfl,ଆରସିଏଫଏଲ
sudhuribaru,ସୁଧୁରିବାରୁ
samantasinghara,ସାମନ୍ତସିଂହାର
lanchaneuthiba,ଲାଞ୍ଚନେଉଥିବା
uchhapastha,ଉଚ୍ଚପସ୍ଥ
bimanachalachala,ବିମାନଚଳଚାଳ
mixi,ମିକ୍ସି
chuankathu,ଚୁଆଙ୍କଠୁ
webhra,ୱେଭ୍ର
chahunna,ଚାହୁଁନ
sibhilakortare,ସିଭିଲକୋର୍ଟରେ
yupiaiku,ୟୁପିଆଇକୁ
gujabakareenku,ଗୁଜବକାରୀଙ୍କୁ
ashokankara,ଅଶୋକଙ୍କର
sheshaseema,ଶେଷସୀମା
senapattara,ସେନାପଟ୍ଟାର
sahinebi,ସହିନେବି
punahmanonayana,ପୁନଃମନୋନୟନ
dampattinku,ଦଂପତ୍ତିଙ୍କୁ
mirapatana,ମିରପଟଣା
yujinanku,ୟୁଜିନଙ୍କୁ
mahda,ମହଦା
swapnadosha,ସ୍ୱପ୍ନଦୋଷ
purbasuri,ପୂର୍ବସୂରୀ
nyutananka,ନ୍ୟୁଟନଙ୍କ
sadasyataku,ସଦସ୍ୟତାକୁ
prijarbha,ପ୍ରିଜର୍ଭ
bhikanka,ଭିକଙ୍କ
bisanta,ବିସନ୍ତ
bikajaichhi,ବିକାଯାଇଛି
statesmen,ଷ୍ଟେଟ୍ସମ୍ୟାନ
pentinga,ପେଣ୍ଟିଙ୍ଗ
phelosipare,ଫେଲୋସିପରେ
pratwatatna,ପ୍ରତ୍ତ୍ୱତତ୍ନ
bhusunda,ଭୁସୁଣ୍ଡା
silinku,ସିଲିଙ୍କୁ
mrabateenka,ମ୍ରାବତୀଙ୍କ
soijae,ଶୋଇଯାଏ
alandhuku,ଅଳନ୍ଧୁକୁ
shikhyashastra,ଶିକ୍ଷାଶାସ୍ତ୍ର
chadhijae,ଚଢ଼ିଯାଏ
goare,ଗୋଆରେ
ellinge,ଏଲିଞ୍ଜ୍
budeideba,ବୁଡେଇଦେବା
purathare,ପୁରଠାରେ
anupagada,ଅନୁପଗଡ
gumaloiru,ଗୁମଲୋଇରୁ
nabajouta,ନବଜୌତ
dancy,ଡ୍ୟାନ୍ସି
shibananka,ଶିବନଙ୍କ
ghunchithila,ଘୁଂଚିଥିଲା
poment,ପମେଣ୍ଟ
uttorattara,ଉତ୍ତୋରତ୍ତର
ladhenge,ଲଢେଙ୍ଗେ
sunapenth,ସୁନାପେଣ୍ଠ
bhayavita,ଭୟଭିତ
kholapadiare,ଖୋଲାପଡ଼ିଆରେ
bangalatiku,ବଙ୍ଗଳାଟିକୁ
nkama,ଙ୍କମ
medisinatharu,ମେଡିସିନଠାରୁ
swayambara,ସ୍ବୟମ୍ବର
mirdhanka,ମିର୍ଦ୍ଦାଙ୍କ
pitabiheena,ପିତାବିହୀନ
swastire,ସ୍ବସ୍ତିରେ
shikhaibi,ଶିଖାଇବି
mishrenka,ମିଶ୍ରେଙ୍କ
mukhyansha,ମୁଖ୍ୟାଂଶ
balamatinka,ବାଲମତିଙ୍କ
aagaunaahin,ଆଗଉନାହିଁ
hotelaku,ହୋଟେଲକୁ
prabhaketana,ପ୍ରଭାକେତନ
bankeswara,ବାଙ୍କେଶ୍ବର
chhatri,ଛାତ୍ରୀ
grupaku,ଗୃପକୁ
